County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000"
Greenwood County,16,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,115.0 "
Chase County,7,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,112.8 "
Rush County,9,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,092.4 "
Trego County,8,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,090.9 "
Phillips County,13,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,079.8 "
Grant County,10,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,078.1 "
Franklin County,42,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,071.3 "
Sherman County,12,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,056.7 "
Decatur County,9,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,052.5 "
Brown County,20,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,048.0 "
Wilson County,19,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,040.1 "
Dickinson County,40,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,039.1 "
Comanche County,5,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,036.5 "
Butler County,100,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,034.7 "
Elk County,8,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,028.9 "
Geary County,28,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,026.3 "
Atchison County,29,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,022.8 "
Jefferson County,33,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,021.0 "
Russell County,16,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,013.5 "
Washington County,15,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,008.8 "
Leavenworth County,108,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,008.2 "
Sumner County,42,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,005.0 "
Ness County,8,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,004.7 "
Ford County,37,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,003.4 "
Jewell County,8,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,997.9 
Cowley County,63,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,996.4 
Wyandotte County,187,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,995.6 
Marshall County,22,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,995.1 
Woodson County,7,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,993.3 
Linn County,20,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,988.5 
Cloud County,18,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,987.0 
Graham County,7,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,976.2 
Smith County,10,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,974.5 
Pawnee County,13,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,973.1 
Saline County,93,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,972.5 
Thomas County,13,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,971.8 
Rawlins County,7,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,966.4 
Labette County,36,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,964.5 
Neosho County,30,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,962.7 
Barber County,9,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,961.0 
Shawnee County,295,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,950.6 
Cherokee County,35,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,944.3 
Montgomery County,58,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,939.6 
Pratt County,18,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,936.8 
Republic County,12,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,931.8 
Nemaha County,20,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,928.5 
Wichita County,4,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,918.6 
Marion County,27,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,918.3 
Chautauqua County,8,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,916.2 
Barton County,46,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,914.8 
Morris County,13,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,914.1 
Scott County,9,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,912.4 
Osage County,27,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,908.8 
Hodgeman County,4,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,900.8 
Allen County,23,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,891.6 
McPherson County,54,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,891.5 
Sedgwick County,620,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,887.8 
Ottawa County,10,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,885.8 
Edwards County,5,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,879.4 
Finney County,33,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,874.1 
Reno County,107,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,871.7 
Lincoln County,6,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,871.6 
Wabaunsee County,11,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,862.8 
Rice County,15,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,849.8 
Meade County,7,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,841.9 
Riley County,56,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,841.4 
Lyon County,41,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,839.8 
Logan County,5,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,838.4 
Pottawatomie County,27,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,824.8 
Coffey County,13,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,821.9 
Stafford County,7,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,815.5 
Harvey County,55,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,808.2 
Ellis County,34,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,797.4 
Jackson County,19,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,792.0 
Douglas County,105,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,791.4 
Miami County,42,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,787.6 
Seward County,17,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,785.1 
Johnson County,622,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,783.5 
Rooks County,9,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,776.2 
Mitchell County,12,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,775.3 
Gove County,5,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,771.5 
Stevens County,6,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,769.9 
Gray County,7,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,754.2 
Sheridan County,5,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,742.0 
Kearny County,4,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,734.8 
Clay County,14,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,730.6 
Norton County,8,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,690.0 
Haskell County,4,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,666.6 
Cheyenne County,4,Kansas ,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,518.4 
Perry County,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,41.5 
Harlan County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,36.8 
Russell County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,36.6 
Rockcastle County,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,33.4 
Knox County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,32.0 
Anderson County,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,31.5 
Hart County,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,31.3 
Logan County,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,30.7 
Whitley County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.5 
Johnson County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.5 
Pike County,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.3 
Marion County,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,27.7 
Bourbon County,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.9 
Pulaski County,10,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.2 
Floyd County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,25.5 
Hopkins County,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,25.4 
Marshall County,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,25.0 
Lincoln County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,24.4 
Madison County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.2 
Ohio County,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.6 
Boyd County,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.3 
Graves County,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.2 
Henderson County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.5 
Grant County,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.4 
Montgomery County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.3 
Boyle County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.2 
Bell County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.0 
Woodford County,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.9 
Franklin County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.5 
McCracken County,8,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.5 
Clark County,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.5 
Daviess County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.4 
Nelson County,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.3 
Calloway County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.2 
Kenton County,19,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.2 
Laurel County,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.9 
Jefferson County,85,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.4 
Barren County,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.8 
Jessamine County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.1 
Muhlenberg County,3,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.9 
Campbell County,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.8 
Warren County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.9 
Fayette County,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.6 
Hardin County,10,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.8 
Bullitt County,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.6 
Christian County,5,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.8 
Shelby County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.6 
Scott County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.4 
Boone County,10,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.2 
Oldham County,4,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,7.7 
Clay County,60,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,899.2 
Perry County,86,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,880.3 
Wolfe County,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,872.3 
Whitley County,106,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,867.3 
Nicholas County,22,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,811.3 
Lawrence County,46,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,809.4 
Leslie County,32,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,798.8 
Johnson County,68,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,791.5 
Hart County,54,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,791.3 
Monroe County,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,790.4 
Carroll County,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,787.1 
Powell County,32,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,783.8 
Floyd County,108,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,783.4 
Harlan County,81,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,783.3 
Owsley County,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,781.7 
Bell County,83,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,778.1 
McCreary County,45,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,768.8 
Letcher County,68,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.9 
Knox County,89,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.2 
Breathitt County,37,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.0 
Lewis County,41,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.0 
Fleming County,41,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,759.2 
Menifee County,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,746.9 
Bath County,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,745.8 
Morgan County,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,745.1 
Martin County,30,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,743.2 
Union County,37,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,741.8 
Cumberland County,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,736.7 
Lee County,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,735.1 
Todd County,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,731.7 
Montgomery County,69,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,723.8 
Estill County,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,723.5 
Grayson County,70,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,722.6 
Butler County,35,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,717.6 
Ohio County,64,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,715.2 
Carter County,75,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,708.3 
Pike County,166,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,707.2 
Clinton County,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,707.0 
Henry County,41,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,702.7 
Washington County,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,702.6 
Carlisle County,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,700.9 
Magoffin County,32,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,698.9 
Russell County,52,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,698.0 
Lincoln County,66,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,697.4 
Hancock County,21,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,696.9 
Knott County,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,695.1 
McLean County,26,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,694.5 
Meade County,61,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,692.8 
Taylor County,67,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,691.4 
Metcalfe County,28,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,690.4 
Gallatin County,19,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,689.3 
Grant County,50,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,687.3 
Logan County,72,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,685.4 
Simpson County,44,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,685.0 
Jackson County,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,681.7 
Webster County,33,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,677.1 
Laurel County,142,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,675.6 
Greenup County,102,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,675.6 
Harrison County,48,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,670.7 
Pulaski County,167,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,669.2 
Breckinridge County,55,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,667.7 
Hopkins County,118,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,666.5 
Robertson County,7,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,663.8 
Pendleton County,34,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,663.7 
Crittenden County,25,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,662.7 
Mason County,42,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,662.6 
Casey County,43,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,657.8 
Fulton County,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,657.0 
Anderson County,50,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,656.3 
Green County,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,656.0 
Larue County,36,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,655.5 
Boyd County,128,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,655.1 
Rowan County,47,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,654.0 
Clark County,88,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,650.3 
Bracken County,20,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,648.1 
Bourbon County,52,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,647.3 
Barren County,106,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,641.4 
Mercer County,56,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,640.9 
Muhlenberg County,79,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,639.1 
Hardin County,212,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,638.4 
Livingston County,27,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,627.9 
Henderson County,108,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,627.7 
Marshall County,87,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,625.8 
Wayne County,54,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,623.4 
Nelson County,94,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,616.8 
Elliott County,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,606.4 
Trimble County,19,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,605.5 
Franklin County,112,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,601.3 
Kenton County,308,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.7 
Allen County,45,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.4 
Madison County,159,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,598.3 
Christian County,113,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,596.6 
Marion County,41,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,595.1 
Garrard County,41,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,594.4 
Rockcastle County,37,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.9 
Boyle County,70,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.4 
Shelby County,90,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.2 
Campbell County,183,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,585.4 
Graves County,84,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.9 
Warren County,207,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,576.0 
Jessamine County,98,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,575.1 
McCracken County,157,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.9 
Caldwell County,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.8 
Trigg County,38,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.7 
Jefferson County,1519,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.5 
Daviess County,208,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.5 
Scott County,79,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.2 
Owen County,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.0 
Edmonson County,29,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,559.0 
Bullitt County,146,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,558.5 
Ballard County,19,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,554.1 
Lyon County,24,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,553.9 
Calloway County,76,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,547.5 
Spencer County,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,545.4 
Hickman County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,539.0 
Woodford County,53,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,531.4 
Adair County,38,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,523.5 
Oldham County,96,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,522.4 
Fayette County,478,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,522.4 
Boone County,194,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,520.1 
Owsley County,6,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,118.9 
Martin County,15,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,118.9 
Wolfe County,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,115.4 
Perry County,36,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,114.3 
Breathitt County,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,108.6 
Knox County,37,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,106.3 
Leslie County,13,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,105.6 
Whitley County,39,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,104.7 
Nicholas County,9,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,99.6 
Harlan County,31,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,98.8 
Lewis County,16,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,95.5 
Powell County,13,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,94.9 
Monroe County,12,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,94.2 
Floyd County,40,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,92.7 
Pike County,65,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,91.2 
Metcalfe County,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,91.2 
McCreary County,18,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,91.1 
Carroll County,11,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,90.4 
Bell County,28,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,89.4 
Knott County,16,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,87.2 
Estill County,14,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,87.1 
Johnson County,23,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,86.9 
Trimble County,8,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,86.4 
Russell County,17,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,85.9 
