,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
1136,51,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.0,"Morgan County, IL"
1137,40,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.4,"Morgan County, IL"
1138,45,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.6,"Iroquois County, IL"
1139,43,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,177.8,"Iroquois County, IL"
1140,112,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.1,"Vermilion County, IL"
1141,104,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.9,"Vermilion County, IL"
1142,17,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.0,"Cass County, IL"
1143,13,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.1,"Cass County, IL"
1144,22,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.4,"White County, IL"
1145,19,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.8,"White County, IL"
1146,22,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.8,"Clark County, IL"
1147,18,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.1,"Clark County, IL"
1148,20,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.7,"Moultrie County, IL"
1149,15,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.3,"Moultrie County, IL"
1150,8,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.9,"Brown County, IL"
1151,6,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.7,"Brown County, IL"
1152,27,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.3,"Union County, IL"
1153,22,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.1,"Union County, IL"
1154,24,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.5,"Richland County, IL"
1155,15,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.7,"Richland County, IL"
1156,26,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.2,"Mercer County, IL"
1157,21,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.6,"Mercer County, IL"
1158,52,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.6,"Bureau County, IL"
1159,38,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.8,"Bureau County, IL"
1160,22,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.8,"Massac County, IL"
1161,17,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.8,"Massac County, IL"
1162,147,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.9,"Macon County, IL"
1163,125,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.2,"Macon County, IL"
1164,51,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.6,"Lee County, IL"
1165,39,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.7,"Lee County, IL"
1166,45,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.4,"Randolph County, IL"
1167,36,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.7,"Randolph County, IL"
1168,12,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.5,"Schuyler County, IL"
1169,8,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.5,"Schuyler County, IL"
1170,90,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.2,"Williamson County, IL"
1171,71,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.7,"Williamson County, IL"
1172,51,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.6,"Grundy County, IL"
1173,48,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.2,"Grundy County, IL"
1174,25,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.3,"Douglas County, IL"
1175,22,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.4,"Douglas County, IL"
1176,317,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.9,"Madison County, IL"
1177,298,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.6,"Madison County, IL"
1178,26,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.9,"Edgar County, IL"
1179,20,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.8,"Edgar County, IL"
1180,284,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.9,"St. Clair County, IL"
1181,267,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.1,"St. Clair County, IL"
1182,207,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.5,"Peoria County, IL"
1183,187,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.3,"Peoria County, IL"
1184,51,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.3,"Jefferson County, IL"
1185,38,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.2,"Jefferson County, IL"
1186,21,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.2,"Bond County, IL"
1187,18,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.4,"Bond County, IL"
1188,227,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.9,"Sangamon County, IL"
1189,213,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.6,"Sangamon County, IL"
1190,131,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.6,"Kankakee County, IL"
1191,130,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,174.1,"Kankakee County, IL"
1192,71,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.4,"Knox County, IL"
1193,63,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.3,"Knox County, IL"
1194,22,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.3,"Warren County, IL"
1195,16,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.3,"Warren County, IL"
1196,334,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.1,"Winnebago County, IL"
1197,314,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.6,"Winnebago County, IL"
1198,47,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.4,"Livingston County, IL"
1199,46,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.6,"Livingston County, IL"
1200,66,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.8,"Stephenson County, IL"
1201,52,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.3,"Stephenson County, IL"
1202,165,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.7,"Tazewell County, IL"
1203,148,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.6,"Tazewell County, IL"
1204,47,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.0,"Woodford County, IL"
1205,41,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.9,"Woodford County, IL"
1206,77,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.2,"Whiteside County, IL"
1207,67,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.6,"Whiteside County, IL"
1208,16,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.3,"Menard County, IL"
1209,15,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.8,"Menard County, IL"
1210,88,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.2,"DeKalb County, IL"
1211,84,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.1,"DeKalb County, IL"
1212,21,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.1,"De Witt County, IL"
1213,22,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,175.6,"De Witt County, IL"
1214,27,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.9,"Perry County, IL"
1215,21,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.3,"Perry County, IL"
1216,175,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.9,"Rock Island County, IL"
1217,153,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.2,"Rock Island County, IL"
1218,65,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.3,"Henry County, IL"
1219,54,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.5,"Henry County, IL"
1220,18,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.9,"Johnson County, IL"
1221,12,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.8,"Johnson County, IL"
1222,36,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.7,"Jo Daviess County, IL"
1223,25,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.0,"Jo Daviess County, IL"
1224,579,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,192.8,"Will County, IL"
1225,522,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.4,"Will County, IL"
1226,17,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.8,"Greene County, IL"
1227,18,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,166.9,"Greene County, IL"
1228,15,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.1,"Wabash County, IL"
1229,13,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.7,"Wabash County, IL"
1230,63,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,190.3,"Ogle County, IL"
1231,59,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.4,"Ogle County, IL"
1232,21,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.7,"Piatt County, IL"
1233,16,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.7,"Piatt County, IL"
1234,81,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.0,"Kendall County, IL"
1235,69,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.8,"Kendall County, IL"
1236,22,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.7,"Wayne County, IL"
1237,22,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.6,"Wayne County, IL"
1238,52,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.4,"Coles County, IL"
1239,49,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.1,"Coles County, IL"
1240,7,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,185.9,"Calhoun County, IL"
1241,5,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.1,"Calhoun County, IL"
1242,85,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.6,"Adams County, IL"
1243,76,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.4,"Adams County, IL"
1244,22,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.5,"Crawford County, IL"
1245,26,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.5,"Crawford County, IL"
1246,4553,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.3,"Cook County, IL"
1247,4671,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.0,"Cook County, IL"
1248,274,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.8,"McHenry County, IL"
1249,250,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.5,"McHenry County, IL"
1250,30,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,181.1,"McDonough County, IL"
1251,33,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.5,"McDonough County, IL"
1252,30,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.3,"Shelby County, IL"
1253,23,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.9,"Shelby County, IL"
1254,51,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.3,"Jackson County, IL"
1255,46,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.5,"Jackson County, IL"
1256,137,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,179.9,"McLean County, IL"
1257,129,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.5,"McLean County, IL"
1258,21,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.2,"Carroll County, IL"
1259,18,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.7,"Carroll County, IL"
1260,25,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.3,"Jersey County, IL"
1261,25,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.4,"Jersey County, IL"
1262,12,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.0,"Jasper County, IL"
1263,8,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,105.3,"Jasper County, IL"
1264,24,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.2,"Hancock County, IL"
1265,20,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.7,"Hancock County, IL"
1266,12,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.6,"Cumberland County, IL"
1267,11,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.9,"Cumberland County, IL"
1268,33,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.5,"Effingham County, IL"
1269,32,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.8,"Effingham County, IL"
1270,8,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.1,"Putnam County, IL"
1271,6,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.1,"Putnam County, IL"
1272,575,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.9,"Lake County, IL"
1273,563,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.8,"Lake County, IL"
1274,38,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,167.3,"Clinton County, IL"
1275,32,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.9,"Clinton County, IL"
1276,7,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.9,"Pope County, IL"
1277,6,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.7,"Pope County, IL"
1278,397,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,163.4,"Kane County, IL"
1279,356,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.7,"Kane County, IL"
1280,47,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,161.9,"Boone County, IL"
1281,47,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.8,"Boone County, IL"
1282,145,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,160.8,"Champaign County, IL"
1283,131,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.4,"Champaign County, IL"
1284,724,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,154.0,"DuPage County, IL"
1285,740,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.6,"DuPage County, IL"
1286,14,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,143.8,"Washington County, IL"
1287,15,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.3,"Washington County, IL"
1288,8,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,137.0,"Henderson County, IL"
1289,10,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,173.9,"Henderson County, IL"
1290,28,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,135.2,"Monroe County, IL"
1291,32,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.6,"Monroe County, IL"
1292,6,Illinois,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,124.8,"Edwards County, IL"
1293,8,Illinois,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.8,"Edwards County, IL"
1294,32,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,295.8,"Fountain County, IN"
1295,21,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.4,"Fountain County, IN"
1296,36,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.8,"Scott County, IN"
1297,32,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,195.6,"Scott County, IN"
1298,26,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.8,"Vermillion County, IN"
1299,23,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,186.5,"Vermillion County, IN"
1300,21,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,261.0,"Blackford County, IN"
1301,15,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.5,"Blackford County, IN"
1302,21,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,251.2,"Pulaski County, IN"
1303,15,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.9,"Pulaski County, IN"
1304,40,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,251.2,"Clay County, IN"
1305,31,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.7,"Clay County, IN"
1306,30,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.9,"Sullivan County, IN"
1307,23,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.7,"Sullivan County, IN"
1308,39,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.0,"Jennings County, IN"
1309,31,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,173.1,"Jennings County, IN"
1310,32,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,247.3,"Orange County, IN"
1311,26,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.2,"Orange County, IN"
1312,44,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.2,"Jefferson County, IN"
1313,39,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.5,"Jefferson County, IN"
1314,99,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.2,"Grant County, IN"
1315,82,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.5,"Grant County, IN"
1316,16,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.8,"Switzerland County, IN"
1317,12,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.0,"Switzerland County, IN"
1318,62,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.1,"Shelby County, IN"
1319,45,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.9,"Shelby County, IN"
1320,48,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.9,"Wabash County, IN"
1321,38,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.2,"Wabash County, IN"
1322,130,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,236.8,"Vigo County, IN"
1323,116,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.9,"Vigo County, IN"
1324,57,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,236.1,"Jackson County, IN"
1325,44,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.8,"Jackson County, IN"
1326,50,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.7,"Greene County, IN"
1327,37,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.6,"Greene County, IN"
1328,38,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.0,"Washington County, IN"
1329,30,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.6,"Washington County, IN"
1330,16,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.1,"Martin County, IN"
1331,11,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.1,"Martin County, IN"
1332,16,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.1,"Crawford County, IN"
1333,11,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.3,"Crawford County, IN"
1334,47,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.8,"Huntington County, IN"
1335,37,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.1,"Huntington County, IN"
1336,35,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.6,"Fayette County, IN"
1337,28,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.3,"Fayette County, IN"
1338,41,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.9,"Adams County, IN"
1339,30,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.8,"Adams County, IN"
1340,35,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.4,"Posey County, IN"
1341,23,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.1,"Posey County, IN"
1342,26,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.9,"Jay County, IN"
1343,25,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.7,"Jay County, IN"
1344,38,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.5,"Wells County, IN"
1345,31,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.3,"Wells County, IN"
1346,112,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.3,"Howard County, IN"
1347,103,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.8,"Howard County, IN"
1348,47,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.8,"Knox County, IN"
1349,44,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.9,"Knox County, IN"
1350,18,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.7,"Pike County, IN"
1351,17,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.5,"Pike County, IN"
1352,34,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.4,"Starke County, IN"
1353,26,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.0,"Starke County, IN"
1354,31,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.3,"Owen County, IN"
1355,24,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.5,"Owen County, IN"
1356,128,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.4,"Clark County, IN"
1357,115,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.9,"Clark County, IN"
1358,52,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.2,"DeKalb County, IN"
1359,42,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.5,"DeKalb County, IN"
1360,40,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.4,"Clinton County, IN"
1361,36,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.0,"Clinton County, IN"
1362,66,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.8,"Henry County, IN"
1363,64,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.9,"Henry County, IN"
1364,47,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.6,"Miami County, IN"
1365,33,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.9,"Miami County, IN"
1366,55,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.4,"Noble County, IN"
1367,47,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.1,"Noble County, IN"
1368,10,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.0,"Union County, IN"
1369,10,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.3,"Union County, IN"
1370,49,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.0,"Cass County, IN"
1371,38,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.7,"Cass County, IN"
1372,216,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.6,"Vanderburgh County, IN"
1373,195,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.0,"Vanderburgh County, IN"
1374,27,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.5,"Fulton County, IN"
1375,24,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.1,"Fulton County, IN"
1376,64,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.0,"Lawrence County, IN"
1377,49,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.2,"Lawrence County, IN"
1378,137,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.7,"LaPorte County, IN"
1379,112,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.8,"LaPorte County, IN"
1380,859,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.1,"Marion County, IN"
1381,811,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.1,"Marion County, IN"
1382,86,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.8,"Wayne County, IN"
1383,79,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.2,"Wayne County, IN"
1384,134,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.8,"Delaware County, IN"
1385,120,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.3,"Delaware County, IN"
1386,31,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.8,"Decatur County, IN"
1387,25,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.0,"Decatur County, IN"
1388,50,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.7,"Harrison County, IN"
1389,40,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.4,"Harrison County, IN"
1390,35,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.6,"White County, IN"
1391,27,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.5,"White County, IN"
1392,46,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.6,"Putnam County, IN"
1393,42,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.6,"Putnam County, IN"
1394,161,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.5,"Madison County, IN"
