Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
40,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,251.2,"Clay County, IN"
31,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.7,"Clay County, IN"
30,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.9,"Sullivan County, IN"
23,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.7,"Sullivan County, IN"
39,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.0,"Jennings County, IN"
31,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,173.1,"Jennings County, IN"
32,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,247.3,"Orange County, IN"
26,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.2,"Orange County, IN"
44,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.2,"Jefferson County, IN"
39,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.5,"Jefferson County, IN"
99,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.2,"Grant County, IN"
82,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.5,"Grant County, IN"
16,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.8,"Switzerland County, IN"
12,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.0,"Switzerland County, IN"
62,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.1,"Shelby County, IN"
45,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.9,"Shelby County, IN"
48,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.9,"Wabash County, IN"
38,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.2,"Wabash County, IN"
130,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,236.8,"Vigo County, IN"
116,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.9,"Vigo County, IN"
57,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,236.1,"Jackson County, IN"
44,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.8,"Jackson County, IN"
50,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.7,"Greene County, IN"
37,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.6,"Greene County, IN"
38,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.0,"Washington County, IN"
30,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.6,"Washington County, IN"
16,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.1,"Martin County, IN"
11,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.1,"Martin County, IN"
16,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.1,"Crawford County, IN"
11,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.3,"Crawford County, IN"
47,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.8,"Huntington County, IN"
37,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.1,"Huntington County, IN"
35,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.6,"Fayette County, IN"
28,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.3,"Fayette County, IN"
41,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.9,"Adams County, IN"
30,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.8,"Adams County, IN"
35,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.4,"Posey County, IN"
23,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.1,"Posey County, IN"
26,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.9,"Jay County, IN"
25,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.7,"Jay County, IN"
38,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.5,"Wells County, IN"
31,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.3,"Wells County, IN"
112,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.3,"Howard County, IN"
103,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.8,"Howard County, IN"
47,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.8,"Knox County, IN"
44,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.9,"Knox County, IN"
18,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.7,"Pike County, IN"
17,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.5,"Pike County, IN"
34,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.4,"Starke County, IN"
26,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.0,"Starke County, IN"
31,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.3,"Owen County, IN"
24,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.5,"Owen County, IN"
128,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.4,"Clark County, IN"
115,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.9,"Clark County, IN"
52,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.2,"DeKalb County, IN"
42,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.5,"DeKalb County, IN"
40,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.4,"Clinton County, IN"
36,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.0,"Clinton County, IN"
66,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.8,"Henry County, IN"
64,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.9,"Henry County, IN"
47,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.6,"Miami County, IN"
33,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.9,"Miami County, IN"
55,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.4,"Noble County, IN"
47,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.1,"Noble County, IN"
10,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.0,"Union County, IN"
10,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.3,"Union County, IN"
49,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.0,"Cass County, IN"
38,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.7,"Cass County, IN"
216,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,215.6,"Vanderburgh County, IN"
195,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.0,"Vanderburgh County, IN"
27,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.5,"Fulton County, IN"
24,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.1,"Fulton County, IN"
64,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.0,"Lawrence County, IN"
49,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.2,"Lawrence County, IN"
137,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.7,"LaPorte County, IN"
112,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.8,"LaPorte County, IN"
859,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.1,"Marion County, IN"
811,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,149.1,"Marion County, IN"
86,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.8,"Wayne County, IN"
79,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.2,"Wayne County, IN"
134,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.8,"Delaware County, IN"
120,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.3,"Delaware County, IN"
31,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.8,"Decatur County, IN"
25,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.0,"Decatur County, IN"
50,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.7,"Harrison County, IN"
40,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.4,"Harrison County, IN"
35,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.6,"White County, IN"
27,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.5,"White County, IN"
46,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.6,"Putnam County, IN"
42,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,169.6,"Putnam County, IN"
161,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.5,"Madison County, IN"
142,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.5,"Madison County, IN"
84,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.5,"Morgan County, IN"
72,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.1,"Morgan County, IN"
9,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.2,"Ohio County, IN"
6,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.5,"Ohio County, IN"
85,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.3,"Floyd County, IN"
72,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.9,"Floyd County, IN"
35,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.1,"Randolph County, IN"
28,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.4,"Randolph County, IN"
371,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.0,"Allen County, IN"
323,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,138.4,"Allen County, IN"
35,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.9,"Ripley County, IN"
25,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.5,"Ripley County, IN"
539,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.3,"Lake County, IN"
509,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.8,"Lake County, IN"
63,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.0,"Dearborn County, IN"
51,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.3,"Dearborn County, IN"
147,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.5,"Johnson County, IN"
137,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.8,"Johnson County, IN"
29,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.0,"Franklin County, IN"
24,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.1,"Franklin County, IN"
25,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.7,"Perry County, IN"
22,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.0,"Perry County, IN"
19,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.6,"Newton County, IN"
14,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.2,"Newton County, IN"
282,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.3,"St. Joseph County, IN"
275,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.1,"St. Joseph County, IN"
37,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.8,"LaGrange County, IN"
30,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.3,"LaGrange County, IN"
35,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.0,"Daviess County, IN"
33,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.8,"Daviess County, IN"
38,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.0,"Jasper County, IN"
32,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.5,"Jasper County, IN"
39,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.2,"Whitley County, IN"
39,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.5,"Whitley County, IN"
46,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.1,"Montgomery County, IN"
37,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.6,"Montgomery County, IN"
81,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.0,"Hancock County, IN"
69,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.6,"Hancock County, IN"
10,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.3,"Benton County, IN"
8,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.5,"Benton County, IN"
22,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.2,"Parke County, IN"
14,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,110.9,"Parke County, IN"
23,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.0,"Brown County, IN"
16,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.5,"Brown County, IN"
177,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.6,"Porter County, IN"
163,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.2,"Porter County, IN"
20,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.4,"Rush County, IN"
19,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.7,"Rush County, IN"
38,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.0,"Gibson County, IN"
31,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.8,"Gibson County, IN"
57,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,192.0,"Boone County, IN"
56,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.7,"Boone County, IN"
24,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.5,"Carroll County, IN"
18,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.5,"Carroll County, IN"
142,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.5,"Hendricks County, IN"
126,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.9,"Hendricks County, IN"
19,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,191.0,"Tipton County, IN"
18,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.7,"Tipton County, IN"
45,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,190.6,"Steuben County, IN"
37,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.6,"Steuben County, IN"
191,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.2,"Elkhart County, IN"
170,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.6,"Elkhart County, IN"
26,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.6,"Spencer County, IN"
20,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,136.1,"Spencer County, IN"
52,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,188.4,"Marshall County, IN"
43,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.6,"Marshall County, IN"
82,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.6,"Kosciusko County, IN"
73,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.7,"Kosciusko County, IN"
132,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.3,"Tippecanoe County, IN"
121,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,128.7,"Tippecanoe County, IN"
63,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.3,"Warrick County, IN"
59,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.2,"Warrick County, IN"
78,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,177.0,"Bartholomew County, IN"
74,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.1,"Bartholomew County, IN"
106,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.7,"Monroe County, IN"
100,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.4,"Monroe County, IN"
42,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.7,"Dubois County, IN"
39,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.3,"Dubois County, IN"
9,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,166.0,"Warren County, IN"
8,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.3,"Warren County, IN"
198,Indiana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,151.8,"Hamilton County, IN"
184,Indiana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.4,"Hamilton County, IN"
63,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,335.9,"Whitley County, KY"
49,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,206.2,"Whitley County, KY"
13,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,330.5,"Wolfe County, KY"
13,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,246.4,"Wolfe County, KY"
34,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,326.8,"Clay County, KY"
29,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,223.1,"Clay County, KY"
15,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,325.5,"Nicholas County, KY"
8,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.6,"Nicholas County, KY"
24,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,317.7,"Breathitt County, KY"
16,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.9,"Breathitt County, KY"
32,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,315.9,"Hart County, KY"
25,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,190.1,"Hart County, KY"
20,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,304.5,"Powell County, KY"
14,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,184.7,"Powell County, KY"
27,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,304.2,"Lawrence County, KY"
21,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,193.5,"Lawrence County, KY"
49,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,302.2,"Perry County, KY"
44,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,247.5,"Perry County, KY"
22,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,298.5,"Bath County, KY"
13,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.7,"Bath County, KY"
22,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,298.5,"Union County, KY"
16,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.2,"Union County, KY"
48,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,297.8,"Harlan County, KY"
40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,199.6,"Harlan County, KY"
20,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,297.7,"Monroe County, KY"
15,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,194.5,"Monroe County, KY"
33,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,287.9,"Russell County, KY"
23,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.0,"Russell County, KY"
13,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,287.8,"Menifee County, KY"
8,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.1,"Menifee County, KY"
26,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,287.4,"Lewis County, KY"
17,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,181.4,"Lewis County, KY"
12,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,283.6,"Lee County, KY"
9,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.0,"Lee County, KY"
21,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,281.6,"Magoffin County, KY"
13,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.1,"Magoffin County, KY"
27,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,281.4,"McCreary County, KY"
20,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.1,"McCreary County, KY"
17,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,280.5,"Carroll County, KY"
14,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,206.3,"Carroll County, KY"
39,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,280.2,"Letcher County, KY"
31,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,186.3,"Letcher County, KY"
51,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,276.3,"Knox County, KY"
44,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,204.2,"Knox County, KY"
24,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.1,"Estill County, KY"
19,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,179.3,"Estill County, KY"
18,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,274.2,"Leslie County, KY"
16,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,216.9,"Leslie County, KY"
21,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,273.5,"Morgan County, KY"
15,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,180.9,"Morgan County, KY"
9,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,273.4,"Carlisle County, KY"
7,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.5,"Carlisle County, KY"
45,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.9,"Bell County, KY"
41,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,198.8,"Bell County, KY"
26,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.0,"Casey County, KY"
17,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.1,"Casey County, KY"
40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.9,"Lincoln County, KY"
30,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.8,"Lincoln County, KY"
30,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.6,"Anderson County, KY"
24,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,162.2,"Anderson County, KY"
40,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.6,"Montgomery County, KY"
32,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.0,"Montgomery County, KY"
21,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.5,"Webster County, KY"
15,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.4,"Webster County, KY"
8,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,268.2,"Owsley County, KY"
7,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,217.9,"Owsley County, KY"
41,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.7,"Grayson County, KY"
32,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,171.4,"Grayson County, KY"
11,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,263.4,"Fulton County, KY"
7,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.3,"Fulton County, KY"
13,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.3,"Cumberland County, KY"
11,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,188.7,"Cumberland County, KY"
24,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,261.8,"Fleming County, KY"
19,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,190.4,"Fleming County, KY"
19,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,261.6,"Washington County, KY"
15,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.6,"Washington County, KY"
24,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,260.6,"Henry County, KY"
18,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.4,"Henry County, KY"
62,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,259.3,"Barren County, KY"
48,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.6,"Barren County, KY"
11,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,257.9,"Gallatin County, KY"
9,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,177.0,"Gallatin County, KY"
44,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,257.4,"Carter County, KY"
34,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,168.0,"Carter County, KY"
18,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,256.5,"Livingston County, KY"
11,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.6,"Livingston County, KY"
55,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,256.4,"Floyd County, KY"
59,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,221.6,"Floyd County, KY"
37,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,255.4,"Ohio County, KY"
31,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,186.7,"Ohio County, KY"
94,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.4,"Pike County, KY"
83,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,187.9,"Pike County, KY"
14,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.3,"Trimble County, KY"
8,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,154.0,"Trimble County, KY"
33,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.4,"Mercer County, KY"
25,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.6,"Mercer County, KY"
54,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,251.0,"Marshall County, KY"
38,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.6,"Marshall County, KY"
