Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
31,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,357.4 ,"Gunnison County, CO"
27,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,329.2 ,"Gunnison County, CO"
18,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,355.3 ,"Saguache County, CO"
13,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,267.4 ,"Saguache County, CO"
49,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,354.9 ,"Logan County, CO"
49,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,390.2 ,"Logan County, CO"
53,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,353.4 ,"Routt County, CO"
44,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,324.3 ,"Routt County, CO"
14,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,352.6 ,"Rio Blanco County, CO"
13,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,341.6 ,"Rio Blanco County, CO"
17,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,350.6 ,"Kit Carson County, CO"
18,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,374.1 ,"Kit Carson County, CO"
94,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,346.3 ,"Eagle County, CO"
75,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,302.4 ,"Eagle County, CO"
118,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,344.1 ,"La Plata County, CO"
112,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,325.7 ,"La Plata County, CO"
34,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,341.5 ,"Grand County, CO"
26,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,290.1 ,"Grand County, CO"
27,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,341.4 ,"Rio Grande County, CO"
24,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,314.0 ,"Rio Grande County, CO"
3,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,338.7 ,"Jackson County, CO"
4,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,462.6 ,"Jackson County, CO"
4,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,334.9 ,"Kiowa County, CO"
7,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,644.6 ,"Kiowa County, CO"
18,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,334.8 ,"Custer County, CO"
14,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,304.2 ,"Custer County, CO"
52,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,326.3 ,"Elbert County, CO"
65,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,417.5 ,"Elbert County, CO"
60,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,322.1 ,"Montezuma County, CO"
55,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,293.0 ,"Montezuma County, CO"
45,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,317.9 ,"Park County, CO"
35,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,311.5 ,"Park County, CO"
12,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,301.0 ,"Gilpin County, CO"
10,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,262.2 ,"Gilpin County, CO"
10,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,286.8 ,"Costilla County, CO"
7,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,235.1 ,"Costilla County, CO"
15,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,280.0 ,"Conejos County, CO"
13,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,257.4 ,"Conejos County, CO"
28,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,278.9 ,"Archuleta County, CO"
33,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,321.6 ,"Archuleta County, CO"
10,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,265.5 ,"Crowley County, CO"
9,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,369.5 ,"Crowley County, CO"
4,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,259.8 ,"Dolores County, CO"
3,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,265.0 ,"Dolores County, CO"
44,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,252.8 ,"Summit County, CO"
37,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,236.8 ,"Summit County, CO"
11,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.2 ,"Lake County, CO"
11,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,303.2 ,"Lake County, CO"
367,Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.1 ,"Windham County, CT"
342,Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.8 ,"Windham County, CT"
2596,Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,508.1 ,"Hartford County, CT"
2607,Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,432.0 ,"Hartford County, CT"
2470,Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.2 ,"New Haven County, CT"
2592,Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.5 ,"New Haven County, CT"
644,Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.3 ,"Litchfield County, CT"
627,Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,458.2 ,"Litchfield County, CT"
537,Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.1 ,"Middlesex County, CT"
551,Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,452.8 ,"Middlesex County, CT"
2555,Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,493.6 ,"Fairfield County, CT"
2723,Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.2 ,"Fairfield County, CT"
807,Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.6 ,"New London County, CT"
808,Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.7 ,"New London County, CT"
409,Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.3 ,"Tolland County, CT"
403,Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.9 ,"Tolland County, CT"
560,Delaware,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.2 ,"Kent County, DE"
524,Delaware,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,469.8 ,"Kent County, DE"
927,Delaware,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.2 ,"Sussex County, DE"
795,Delaware,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.9 ,"Sussex County, DE"
1522,Delaware,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.4 ,"New Castle County, DE"
1564,Delaware,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.3 ,"New Castle County, DE"
178,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,"1,433.3 ","Union County, FL"
37,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,599.2 ,"Union County, FL"
367,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,635.2 ,"Nassau County, FL"
295,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.3 ,"Nassau County, FL"
895,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,591.7 ,"Hernando County, FL"
815,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,516.2 ,"Hernando County, FL"
845,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,581.1 ,"Citrus County, FL"
710,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.2 ,"Citrus County, FL"
2627,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,579.3 ,"Duval County, FL"
2637,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,481.2 ,"Duval County, FL"
1565,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,574.2 ,"Lake County, FL"
1346,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.6 ,"Lake County, FL"
995,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,564.9 ,"Escambia County, FL"
875,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.1 ,"Escambia County, FL"
618,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,561.1 ,"Bay County, FL"
535,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.5 ,"Bay County, FL"
770,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.6 ,"Indian River County, FL"
638,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.3 ,"Indian River County, FL"
1631,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.6 ,"Marion County, FL"
1501,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.4 ,"Marion County, FL"
2023,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.5 ,"Pasco County, FL"
1842,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,474.9 ,"Pasco County, FL"
298,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,542.2 ,"Putnam County, FL"
251,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,458.2 ,"Putnam County, FL"
501,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,538.4 ,"Flagler County, FL"
453,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.0 ,"Flagler County, FL"
2348,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,535.2 ,"Brevard County, FL"
2150,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.8 ,"Brevard County, FL"
821,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.3 ,"St. Johns County, FL"
759,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.9 ,"St. Johns County, FL"
606,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.8 ,"Clay County, FL"
629,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,496.2 ,"Clay County, FL"
518,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.4 ,"Santa Rosa County, FL"
435,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.0 ,"Santa Rosa County, FL"
163,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.7 ,"Suwannee County, FL"
142,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.7 ,"Suwannee County, FL"
2322,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.1 ,"Polk County, FL"
2167,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.4 ,"Polk County, FL"
3678,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.6 ,"Hillsborough County, FL"
3676,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.0 ,"Hillsborough County, FL"
2113,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.2 ,"Volusia County, FL"
2002,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.8 ,"Volusia County, FL"
2194,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.8 ,"Sarasota County, FL"
1895,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,448.3 ,"Sarasota County, FL"
236,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.4 ,"Columbia County, FL"
223,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,494.6 ,"Columbia County, FL"
3764,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.7 ,"Pinellas County, FL"
3618,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.8 ,"Pinellas County, FL"
825,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.3 ,"Osceola County, FL"
781,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.8 ,"Osceola County, FL"
140,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.5 ,"Gadsden County, FL"
124,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.9 ,"Gadsden County, FL"
996,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.3 ,"Charlotte County, FL"
815,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.8 ,"Charlotte County, FL"
49,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.5 ,"Calhoun County, FL"
40,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.2 ,"Calhoun County, FL"
160,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.6 ,"Levy County, FL"
153,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,487.5 ,"Levy County, FL"
702,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.3 ,"Martin County, FL"
612,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.3 ,"Martin County, FL"
59,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,491.7 ,"Gulf County, FL"
44,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.7 ,"Gulf County, FL"
1181,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,491.4 ,"Seminole County, FL"
1250,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.1 ,"Seminole County, FL"
46,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.9 ,"Franklin County, FL"
33,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,452.9 ,"Franklin County, FL"
604,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.4 ,"Alachua County, FL"
635,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.7 ,"Alachua County, FL"
92,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.0 ,"Wakulla County, FL"
78,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.4 ,"Wakulla County, FL"
140,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.4 ,"Okeechobee County, FL"
118,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.1 ,"Okeechobee County, FL"
862,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.0 ,"Sumter County, FL"
653,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.5 ,"Sumter County, FL"
68,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,481.2 ,"Dixie County, FL"
61,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,518.7 ,"Dixie County, FL"
6903,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,480.6 ,"Miami-Dade County, FL"
6912,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,394.1 ,"Miami-Dade County, FL"
5152,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,474.0 ,"Broward County, FL"
5234,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,421.5 ,"Broward County, FL"
1451,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.3 ,"Manatee County, FL"
1300,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.7 ,"Manatee County, FL"
468,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,470.6 ,"Highlands County, FL"
429,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.1 ,"Highlands County, FL"
524,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,467.8 ,"Okaloosa County, FL"
517,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.1 ,"Okaloosa County, FL"
4901,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,466.4 ,"Palm Beach County, FL"
4820,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,417.3 ,"Palm Beach County, FL"
1070,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.7 ,"St. Lucie County, FL"
1006,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.1 ,"St. Lucie County, FL"
297,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.2 ,"Monroe County, FL"
194,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,354.6 ,"Monroe County, FL"
79,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.5 ,"Bradford County, FL"
85,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,516.2 ,"Bradford County, FL"
2704,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,459.7 ,"Orange County, FL"
2790,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.0 ,"Orange County, FL"
71,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,459.2 ,"Hardee County, FL"
72,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,478.6 ,"Hardee County, FL"
2780,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.7 ,"Lee County, FL"
2403,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.8 ,"Lee County, FL"
53,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.7 ,"Gilchrist County, FL"
54,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,477.6 ,"Gilchrist County, FL"
574,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.1 ,"Leon County, FL"
557,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.5 ,"Leon County, FL"
23,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,450.3 ,"Lafayette County, FL"
21,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.3 ,"Lafayette County, FL"
65,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,448.2 ,"Baker County, FL"
67,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.4 ,"Baker County, FL"
201,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.6 ,"Walton County, FL"
163,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,355.6 ,"Walton County, FL"
1462,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,438.2 ,"Collier County, FL"
1163,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,361.3 ,"Collier County, FL"
40,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.2 ,"Hamilton County, FL"
38,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.7 ,"Hamilton County, FL"
65,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,426.2 ,"Taylor County, FL"
64,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,463.9 ,"Taylor County, FL"
114,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,421.0 ,"DeSoto County, FL"
95,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.1 ,"DeSoto County, FL"
68,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,417.8 ,"Washington County, FL"
57,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.1 ,"Washington County, FL"
45,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,415.3 ,"Jefferson County, FL"
38,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,368.0 ,"Jefferson County, FL"
86,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,399.6 ,"Hendry County, FL"
77,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,379.5 ,"Hendry County, FL"
48,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,376.9 ,"Madison County, FL"
37,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,292.4 ,"Madison County, FL"
122,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,375.3 ,"Jackson County, FL"
97,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,309.1 ,"Jackson County, FL"
18,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,361.9 ,"Liberty County, FL"
16,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.8 ,"Liberty County, FL"
41,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,333.1 ,"Glades County, FL"
31,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,333.6 ,"Glades County, FL"
40,Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,304.4 ,"Holmes County, FL"
39,Florida,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,299.9 ,"Holmes County, FL"
81,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,685.3 ,"McDuffie County, GA"
63,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.9 ,"McDuffie County, GA"
152,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,678.4 ,"Pickens County, GA"
121,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,536.5 ,"Pickens County, GA"
93,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,659.0 ,"Lee County, GA"
81,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,523.4 ,"Lee County, GA"
32,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,649.8 ,"Turner County, GA"
28,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,511.0 ,"Turner County, GA"
86,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,637.8 ,"Butts County, GA"
61,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.3 ,"Butts County, GA"
110,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,632.6 ,"Monroe County, GA"
80,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.8 ,"Monroe County, GA"
58,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,631.4 ,"Ben Hill County, GA"
48,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.4 ,"Ben Hill County, GA"
14,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,630.3 ,"Chattahoochee County, GA"
10,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.2 ,"Chattahoochee County, GA"
101,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,624.0 ,"Sumter County, GA"
81,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,408.4 ,"Sumter County, GA"
51,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,622.5 ,"Crawford County, GA"
38,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.0 ,"Crawford County, GA"
117,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,619.5 ,"Lumpkin County, GA"
92,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,484.0 ,"Lumpkin County, GA"
100,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,619.4 ,"Upson County, GA"
82,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.5 ,"Upson County, GA"
34,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,618.0 ,"Terrell County, GA"
27,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.9 ,"Terrell County, GA"
71,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,617.7 ,"Towns County, GA"
53,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,524.9 ,"Towns County, GA"
52,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,613.3 ,"Jasper County, GA"
41,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.1 ,"Jasper County, GA"
31,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,605.4 ,"Lanier County, GA"
24,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,405.2 ,"Lanier County, GA"
128,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,598.2 ,"Union County, GA"
100,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,452.1 ,"Union County, GA"
22,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.6 ,"Warren County, GA"
20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.0 ,"Warren County, GA"
224,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,594.8 ,"Spalding County, GA"
197,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.5 ,"Spalding County, GA"
71,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,594.5 ,"Washington County, GA"
56,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.1 ,"Washington County, GA"
35,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,593.0 ,"Lincoln County, GA"
27,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,395.4 ,"Lincoln County, GA"
97,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,592.3 ,"Haralson County, GA"
87,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.5 ,"Haralson County, GA"
286,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,591.3 ,"Newton County, GA"
288,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.0 ,"Newton County, GA"
207,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,591.1 ,"Barrow County, GA"
200,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.0 ,"Barrow County, GA"
91,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,590.6 ,"Bryan County, GA"
91,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,518.3 ,"Bryan County, GA"
54,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,589.0 ,"Jefferson County, GA"
47,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,431.7 ,"Jefferson County, GA"
99,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,588.5 ,"Jones County, GA"
81,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.4 ,"Jones County, GA"
74,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,587.5 ,"Elbert County, GA"
61,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.6 ,"Elbert County, GA"
452,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,586.6 ,"Bibb County, GA"
427,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,435.3 ,"Bibb County, GA"
92,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,584.6 ,"Stephens County, GA"
