average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019
68,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,484.6 ,"Pike County, AR",51.0,10837,10826,10735,10666,10718
68,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.7 ,"Pike County, AR",51.0,10837,10826,10735,10666,10718
676,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,483.7 ,"Garland County, AR",60.5,97814,98282,98327,98966,99386
8,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,245.5 ,"Garland County, AR",60.5,97814,98282,98327,98966,99386
668,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,488.6 ,"Garland County, AR",60.5,97814,98282,98327,98966,99386
47,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,569.8 ,"Garland County, AR",60.5,97814,98282,98327,98966,99386
4,Arkansas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,413.7 ,"Garland County, AR",60.5,97814,98282,98327,98966,99386
5,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,534.9 ,"Garland County, AR",60.5,97814,98282,98327,98966,99386
10,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,273.6 ,"Garland County, AR",60.5,97814,98282,98327,98966,99386
676,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,482.7 ,"Saline County, AR",57.0,116390,117656,119520,121074,122437
7,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,329.8 ,"Saline County, AR",57.0,116390,117656,119520,121074,122437
669,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,486.4 ,"Saline County, AR",57.0,116390,117656,119520,121074,122437
29,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,499.4 ,"Saline County, AR",57.0,116390,117656,119520,121074,122437
3,Arkansas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,453.0 ,"Saline County, AR",57.0,116390,117656,119520,121074,122437
6,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,419.0 ,"Saline County, AR",57.0,116390,117656,119520,121074,122437
11,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,427.3 ,"Saline County, AR",57.0,116390,117656,119520,121074,122437
92,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.8 ,"Jackson County, AR",51.0,17365,17282,17017,16753,16719
91,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,477.9 ,"Jackson County, AR",51.0,17365,17282,17017,16753,16719
14,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,467.0 ,"Jackson County, AR",51.0,17365,17282,17017,16753,16719
483,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.1 ,"Craighead County, AR",55.5,104457,105932,107188,108816,110332
6,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,246.8 ,"Craighead County, AR",55.5,104457,105932,107188,108816,110332
477,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,483.6 ,"Craighead County, AR",55.5,104457,105932,107188,108816,110332
46,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,596.2 ,"Craighead County, AR",55.5,104457,105932,107188,108816,110332
8,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,311.5 ,"Craighead County, AR",55.5,104457,105932,107188,108816,110332
366,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.0 ,"Baxter County, AR",46.0,41138,41131,41308,41624,41932
363,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,479.3 ,"Baxter County, AR",46.0,41138,41131,41308,41624,41932
111,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.1 ,"Franklin County, AR",48.0,17749,17655,17809,17764,17715
111,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,482.3 ,"Franklin County, AR",48.0,17749,17655,17809,17764,17715
249,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.5 ,"Boone County, AR",,37119,37259,37459,37385,37432
247,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,479.7 ,"Boone County, AR",,37119,37259,37459,37385,37432
217,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,475.8 ,"Independence County, AR",46.0,37035,37117,37391,37768,37825
215,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,481.1 ,"Independence County, AR",46.0,37035,37117,37391,37768,37825
4,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,559.2 ,"Independence County, AR",46.0,37035,37117,37391,37768,37825
624,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.9 ,"Sebastian County, AR",54.0,127385,127385,127786,127570,127827
29,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,348.3 ,"Sebastian County, AR",54.0,127385,127385,127786,127570,127827
595,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,477.8 ,"Sebastian County, AR",54.0,127385,127385,127786,127570,127827
39,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,494.5 ,"Sebastian County, AR",54.0,127385,127385,127786,127570,127827
7,Arkansas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,253.7 ,"Sebastian County, AR",54.0,127385,127385,127786,127570,127827
18,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,284.3 ,"Sebastian County, AR",54.0,127385,127385,127786,127570,127827
33,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,380.8 ,"Sebastian County, AR",54.0,127385,127385,127786,127570,127827
190,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.3 ,"Hot Spring County, AR",56.0,33497,33438,33606,33672,33771
189,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,475.2 ,"Hot Spring County, AR",56.0,33497,33438,33606,33672,33771
20,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,467.1 ,"Hot Spring County, AR",56.0,33497,33438,33606,33672,33771
103,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.2 ,"Ashley County, AR",53.0,20838,20530,20311,20012,19657
102,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,480.6 ,"Ashley County, AR",53.0,20838,20530,20311,20012,19657
37,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,561.0 ,"Ashley County, AR",53.0,20838,20530,20311,20012,19657
67,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,470.9 ,"Little River County, AR",61.0,12402,12406,12373,12297,12259
66,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,470.5 ,"Little River County, AR",61.0,12402,12406,12373,12297,12259
11,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,345.4 ,"Little River County, AR",61.0,12402,12406,12373,12297,12259
1464,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,467.6 ,"Pulaski County, AR",54.33333333,393576,394151,393280,391918,391911
31,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,332.2 ,"Pulaski County, AR",54.33333333,393576,394151,393280,391918,391911
1433,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,473.0 ,"Pulaski County, AR",54.33333333,393576,394151,393280,391918,391911
647,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,496.5 ,"Pulaski County, AR",54.33333333,393576,394151,393280,391918,391911
11,Arkansas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,836.1 ,"Pulaski County, AR",54.33333333,393576,394151,393280,391918,391911
32,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,450.6 ,"Pulaski County, AR",54.33333333,393576,394151,393280,391918,391911
43,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,406.6 ,"Pulaski County, AR",54.33333333,393576,394151,393280,391918,391911
29,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,465.8 ,"Lee County, AR",59.0,9672,9337,9127,8976,8857
29,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,475.6 ,"Lee County, AR",59.0,9672,9337,9127,8976,8857
31,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,493.7 ,"Lee County, AR",59.0,9672,9337,9127,8976,8857
326,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.9 ,"Pope County, AR",59.5,63608,63897,63634,63594,64072
6,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,258.3 ,"Pope County, AR",59.5,63608,63897,63634,63594,64072
320,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,473.3 ,"Pope County, AR",59.5,63608,63897,63634,63594,64072
7,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,584.7 ,"Pope County, AR",59.5,63608,63897,63634,63594,64072
8,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,370.7 ,"Pope County, AR",59.5,63608,63897,63634,63594,64072
159,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,463.6 ,"Mississippi County, AR",61.0,43729,42900,42112,41236,40651
157,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,472.1 ,"Mississippi County, AR",61.0,43729,42900,42112,41236,40651
70,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,501.1 ,"Mississippi County, AR",61.0,43729,42900,42112,41236,40651
170,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.6 ,"Union County, AR",55.33333333,40086,39879,39460,39139,38682
168,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,466.4 ,"Union County, AR",55.33333333,40086,39879,39460,39139,38682
81,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,557.0 ,"Union County, AR",55.33333333,40086,39879,39460,39139,38682
136,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,461.7 ,"Logan County, AR",49.0,21729,21732,21739,21673,21466
135,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,463.9 ,"Logan County, AR",49.0,21729,21732,21739,21673,21466
141,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,461.1 ,"Johnson County, AR",57.0,26094,26127,26401,26659,26578
5,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,242.3 ,"Johnson County, AR",57.0,26094,26127,26401,26659,26578
136,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,473.1 ,"Johnson County, AR",57.0,26094,26127,26401,26659,26578
5,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,238.8 ,"Johnson County, AR",57.0,26094,26127,26401,26659,26578
337,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,460.9 ,"Crawford County, AR",53.0,61904,62263,62894,63379,63257
8,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,295.2 ,"Crawford County, AR",53.0,61904,62263,62894,63379,63257
329,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.2 ,"Crawford County, AR",53.0,61904,62263,62894,63379,63257
4,Arkansas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,224.1 ,"Crawford County, AR",53.0,61904,62263,62894,63379,63257
5,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,509.4 ,"Crawford County, AR",53.0,61904,62263,62894,63379,63257
9,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,332.8 ,"Crawford County, AR",53.0,61904,62263,62894,63379,63257
50,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,460.9 ,"Bradley County, AR",58.0,10999,10959,10813,10838,10763
48,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,475.9 ,"Bradley County, AR",58.0,10999,10959,10813,10838,10763
22,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,559.1 ,"Bradley County, AR",58.0,10999,10959,10813,10838,10763
114,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,456.6 ,"Conway County, AR",50.0,20936,20874,20810,20825,20846
113,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,462.5 ,"Conway County, AR",50.0,20936,20874,20810,20825,20846
19,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,560.9 ,"Conway County, AR",50.0,20936,20874,20810,20825,20846
899,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,452.1 ,"Washington County, AR",61.0,224434,228482,232732,236611,239187
47,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,327.0 ,"Washington County, AR",61.0,224434,228482,232732,236611,239187
852,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,465.7 ,"Washington County, AR",61.0,224434,228482,232732,236611,239187
20,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,608.9 ,"Washington County, AR",61.0,224434,228482,232732,236611,239187
8,Arkansas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,288.7 ,"Washington County, AR",61.0,224434,228482,232732,236611,239187
18,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,228.1 ,"Washington County, AR",61.0,224434,228482,232732,236611,239187
51,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,339.9 ,"Washington County, AR",61.0,224434,228482,232732,236611,239187
53,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.4 ,"Prairie County, AR",30.0,8299,8252,8248,8082,8062
52,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,450.6 ,"Prairie County, AR",30.0,8299,8252,8248,8082,8062
6,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,490.4 ,"Prairie County, AR",30.0,8299,8252,8248,8082,8062
131,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,449.4 ,"Marion County, AR",61.0,16215,16376,16429,16665,16694
131,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,453.4 ,"Marion County, AR",61.0,16215,16376,16429,16665,16694
118,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,446.2 ,"Yell County, AR",58.0,21506,21502,21509,21462,21341
5,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,272.9 ,"Yell County, AR",58.0,21506,21502,21509,21462,21341
113,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,463.1 ,"Yell County, AR",58.0,21506,21502,21509,21462,21341
6,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,310.3 ,"Yell County, AR",58.0,21506,21502,21509,21462,21341
38,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,445.4 ,"Nevada County, AR",36.0,8508,8378,8309,8308,8252
38,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,454.2 ,"Nevada County, AR",36.0,8508,8378,8309,8308,8252
15,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,420.9 ,"Nevada County, AR",36.0,8508,8378,8309,8308,8252
93,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,444.6 ,"Madison County, AR",33.0,15705,16112,16299,16362,16576
91,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,442.7 ,"Madison County, AR",33.0,15705,16112,16299,16362,16576
132,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,444.5 ,"Polk County, AR",60.0,20194,20145,20147,20019,19964
131,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,451.0 ,"Polk County, AR",60.0,20194,20145,20147,20019,19964
183,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,441.7 ,"Carroll County, AR",47.0,27755,27728,27865,28097,28380
4,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,173.9 ,"Carroll County, AR",47.0,27755,27728,27865,28097,28380
179,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,459.9 ,"Carroll County, AR",47.0,27755,27728,27865,28097,28380
5,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,217.4 ,"Carroll County, AR",47.0,27755,27728,27865,28097,28380
48,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,441.5 ,"Phillips County, AR",49.0,19546,19050,18599,18054,17782
48,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,442.3 ,"Phillips County, AR",49.0,19546,19050,18599,18054,17782
63,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,475.9 ,"Phillips County, AR",49.0,19546,19050,18599,18054,17782
61,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,438.4 ,"Scott County, AR",53.0,10561,10332,10369,10339,10281
60,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,446.9 ,"Scott County, AR",53.0,10561,10332,10369,10339,10281
40,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,434.4 ,"Desha County, AR",56.0,12029,11905,11743,11507,11361
40,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,441.2 ,"Desha County, AR",56.0,12029,11905,11743,11507,11361
40,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,593.5 ,"Desha County, AR",56.0,12029,11905,11743,11507,11361
1112,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.7 ,"Benton County, AR",57.5,251591,259212,266585,272266,279141
59,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,393.0 ,"Benton County, AR",57.5,251591,259212,266585,272266,279141
1053,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,444.6 ,"Benton County, AR",57.5,251591,259212,266585,272266,279141
15,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,714.8 ,"Benton County, AR",57.5,251591,259212,266585,272266,279141
11,Arkansas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,322.5 ,"Benton County, AR",57.5,251591,259212,266585,272266,279141
13,Arkansas,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,230.4 ,"Benton County, AR",57.5,251591,259212,266585,272266,279141
69,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,453.5 ,"Benton County, AR",57.5,251591,259212,266585,272266,279141
64,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.7 ,"Montgomery County, AR",30.0,9027,8936,8890,8910,8986
63,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,441.1 ,"Montgomery County, AR",30.0,9027,8936,8890,8910,8986
86,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,430.6 ,"Fulton County, AR",59.0,12138,12099,12131,12308,12477
86,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,433.7 ,"Fulton County, AR",59.0,12138,12099,12131,12308,12477
30,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.1 ,"Dallas County, AR",55.0,7530,7399,7307,7152,7009
30,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,434.2 ,"Dallas County, AR",55.0,7530,7399,7307,7152,7009
23,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,583.9 ,"Dallas County, AR",55.0,7530,7399,7307,7152,7009
90,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,423.8 ,"Stone County, AR",39.0,12386,12509,12520,12454,12506
90,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,425.4 ,"Stone County, AR",39.0,12386,12509,12520,12454,12506
175,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,420.8 ,"Miller County, AR",61.0,43792,43713,43736,43362,43257
172,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,423.4 ,"Miller County, AR",61.0,43792,43713,43736,43362,43257
45,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,417.1 ,"Miller County, AR",61.0,43792,43713,43736,43362,43257
3,Arkansas,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,"1,019.2 ","Miller County, AR",61.0,43792,43713,43736,43362,43257
4,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,453.5 ,"Miller County, AR",61.0,43792,43713,43736,43362,43257
127,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,417.1 ,"Crittenden County, AR",34.0,49019,49306,48716,48363,47955
126,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,422.8 ,"Crittenden County, AR",34.0,49019,49306,48716,48363,47955
101,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,453.0 ,"Crittenden County, AR",34.0,49019,49306,48716,48363,47955
70,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,399.0 ,"St. Francis County, AR",59.0,26651,26347,25997,25509,24994
70,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,414.8 ,"St. Francis County, AR",59.0,26651,26347,25997,25509,24994
57,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,405.9 ,"St. Francis County, AR",59.0,26651,26347,25997,25509,24994
48,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,393.6 ,"Lincoln County, AR",54.0,13866,13728,13475,13184,13024
48,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,401.1 ,"Lincoln County, AR",54.0,13866,13728,13475,13184,13024
14,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,409.1 ,"Lincoln County, AR",54.0,13866,13728,13475,13184,13024
32,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,392.4 ,"Chicot County, AR",37.0,10970,10899,10647,10442,10118
31,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,401.2 ,"Chicot County, AR",37.0,10970,10899,10647,10442,10118
39,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,516.7 ,"Chicot County, AR",37.0,10970,10899,10647,10442,10118
74,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,390.8 ,"Columbia County, AR",58.0,24115,24026,23695,23586,23457
74,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,395.5 ,"Columbia County, AR",58.0,24115,24026,23695,23586,23457
37,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,409.6 ,"Columbia County, AR",58.0,24115,24026,23695,23586,23457
52,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,390.6 ,"Howard County, AR",60.0,13336,13350,13365,13302,13202
51,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,400.6 ,"Howard County, AR",60.0,13336,13350,13365,13302,13202
12,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,397.7 ,"Howard County, AR",60.0,13336,13350,13365,13302,13202
85,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,389.7 ,"Izard County, AR",57.0,13487,13488,13666,13582,13629
85,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,391.3 ,"Izard County, AR",57.0,13487,13488,13666,13582,13629
77,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,386.2 ,"Hempstead County, AR",45.0,22085,22032,21876,21685,21532
74,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,401.1 ,"Hempstead County, AR",45.0,22085,22032,21876,21685,21532
32,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,405.4 ,"Hempstead County, AR",45.0,22085,22032,21876,21685,21532
4,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,231.1 ,"Hempstead County, AR",45.0,22085,22032,21876,21685,21532
27,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,369.4 ,"Lafayette County, AR",29.0,7010,6888,6797,6679,6624
27,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,373.0 ,"Lafayette County, AR",29.0,7010,6888,6797,6679,6624
14,Arkansas,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,367.9 ,"Lafayette County, AR",29.0,7010,6888,6797,6679,6624
48,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,360.7 ,"Newton County, AR",45.0,7846,7848,7815,7800,7753
46,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,356.5 ,"Newton County, AR",45.0,7846,7848,7815,7800,7753
60,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,345.7 ,"Sevier County, AR",61.0,17262,16971,17103,17061,17007
5,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,232.7 ,"Sevier County, AR",61.0,17262,16971,17103,17061,17007
54,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,366.7 ,"Sevier County, AR",61.0,17262,16971,17103,17061,17007
7,Arkansas,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,300.1 ,"Sevier County, AR",61.0,17262,16971,17103,17061,17007
149,California,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,487.0 ,"Glenn County, CA",56.0,27753,27840,27926,27967,28393
25,California,All Cancer Sites,  White Hispanic,All Sexes,All Ages,364.1 ,"Glenn County, CA",56.0,27753,27840,27926,27967,28393
124,California,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,519.0 ,"Glenn County, CA",56.0,27753,27840,27926,27967,28393
4,California,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,395.3 ,"Glenn County, CA",56.0,27753,27840,27926,27967,28393
25,California,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,347.2 ,"Glenn County, CA",56.0,27753,27840,27926,27967,28393
1136,California,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.7 ,"Shasta County, CA",61.0,178314,178571,179384,179709,180080
40,California,All Cancer Sites,  White Hispanic,All Sexes,All Ages,368.6 ,"Shasta County, CA",61.0,178314,178571,179384,179709,180080
1096,California,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,486.2 ,"Shasta County, CA",61.0,178314,178571,179384,179709,180080
11,California,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,497.9 ,"Shasta County, CA",61.0,178314,178571,179384,179709,180080
33,California,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,568.8 ,"Shasta County, CA",61.0,178314,178571,179384,179709,180080
20,California,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,362.5 ,"Shasta County, CA",61.0,178314,178571,179384,179709,180080
