Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
162,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,480.8 ,"Clay County, IN"
162,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,481.5 ,"Clay County, IN"
3342,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.2 ,"Marion County, IN"
127,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,348.2 ,"Marion County, IN"
3215,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,485.5 ,"Marion County, IN"
1097,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,458.3 ,"Marion County, IN"
56,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,276.8 ,"Marion County, IN"
133,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,327.5 ,"Marion County, IN"
555,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.1 ,"Vigo County, IN"
553,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,481.1 ,"Vigo County, IN"
24,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,408.0 ,"Vigo County, IN"
4,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,227.0 ,"Vigo County, IN"
102,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.1 ,"Vermillion County, IN"
102,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,476.1 ,"Vermillion County, IN"
301,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,475.1 ,"Henry County, IN"
300,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,477.0 ,"Henry County, IN"
3,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,314.7 ,"Henry County, IN"
57,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,474.0 ,"Warren County, IN"
57,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,474.2 ,"Warren County, IN"
610,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,472.7 ,"Delaware County, IN"
608,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,475.9 ,"Delaware County, IN"
32,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,428.5 ,"Delaware County, IN"
918,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,472.6 ,"Porter County, IN"
40,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,380.4 ,"Porter County, IN"
878,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,478.5 ,"Porter County, IN"
19,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,458.1 ,"Porter County, IN"
6,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,235.1 ,"Porter County, IN"
41,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,371.4 ,"Porter County, IN"
152,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,472.2 ,"Decatur County, IN"
152,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,476.1 ,"Decatur County, IN"
600,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,472.1 ,"Clark County, IN"
8,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,351.1 ,"Clark County, IN"
593,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,475.3 ,"Clark County, IN"
34,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,426.2 ,"Clark County, IN"
8,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,309.3 ,"Clark County, IN"
609,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,470.8 ,"LaPorte County, IN"
12,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,314.1 ,"LaPorte County, IN"
597,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,474.1 ,"LaPorte County, IN"
44,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,444.7 ,"LaPorte County, IN"
12,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,290.9 ,"LaPorte County, IN"
126,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,469.8 ,"Carroll County, IN"
125,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,474.3 ,"Carroll County, IN"
2110,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,468.5 ,"Lake County, IN"
253,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,394.4 ,"Lake County, IN"
1857,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,481.2 ,"Lake County, IN"
630,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,480.5 ,"Lake County, IN"
22,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,274.1 ,"Lake County, IN"
262,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,383.6 ,"Lake County, IN"
123,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,467.9 ,"Orange County, IN"
122,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,466.6 ,"Orange County, IN"
121,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,467.7 ,"Jay County, IN"
120,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,471.7 ,"Jay County, IN"
292,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,467.1 ,"Lawrence County, IN"
290,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,467.8 ,"Lawrence County, IN"
240,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,466.8 ,"Jackson County, IN"
238,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,471.6 ,"Jackson County, IN"
429,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.7 ,"Kosciusko County, IN"
11,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,389.1 ,"Kosciusko County, IN"
418,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,466.8 ,"Kosciusko County, IN"
12,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,373.0 ,"Kosciusko County, IN"
426,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.1 ,"Bartholomew County, IN"
6,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,305.4 ,"Bartholomew County, IN"
419,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,467.3 ,"Bartholomew County, IN"
7,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,391.8 ,"Bartholomew County, IN"
3,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,125.7 ,"Bartholomew County, IN"
7,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,294.9 ,"Bartholomew County, IN"
751,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.0 ,"Hendricks County, IN"
8,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,284.0 ,"Hendricks County, IN"
743,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,466.8 ,"Hendricks County, IN"
27,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,421.7 ,"Hendricks County, IN"
9,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,201.1 ,"Hendricks County, IN"
9,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,264.0 ,"Hendricks County, IN"
237,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,458.9 ,"DeKalb County, IN"
236,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,463.2 ,"DeKalb County, IN"
67,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,455.9 ,"Crawford County, IN"
67,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,458.5 ,"Crawford County, IN"
158,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,453.9 ,"Washington County, IN"
158,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,454.9 ,"Washington County, IN"
207,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,453.4 ,"Huntington County, IN"
206,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,456.9 ,"Huntington County, IN"
176,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,452.7 ,"Clinton County, IN"
4,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,256.3 ,"Clinton County, IN"
171,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,467.8 ,"Clinton County, IN"
4,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,246.2 ,"Clinton County, IN"
922,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,452.6 ,"Vanderburgh County, IN"
4,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,182.0 ,"Vanderburgh County, IN"
918,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,455.0 ,"Vanderburgh County, IN"
70,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,440.5 ,"Vanderburgh County, IN"
4,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,168.7 ,"Vanderburgh County, IN"
76,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,452.2 ,"Pulaski County, IN"
75,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,453.6 ,"Pulaski County, IN"
186,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.6 ,"Jasper County, IN"
4,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,395.9 ,"Jasper County, IN"
182,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,452.6 ,"Jasper County, IN"
4,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,377.2 ,"Jasper County, IN"
376,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,449.6 ,"Wayne County, IN"
374,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,450.0 ,"Wayne County, IN"
18,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,442.2 ,"Wayne County, IN"
1599,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,448.8 ,"Allen County, IN"
46,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,398.6 ,"Allen County, IN"
1552,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,451.7 ,"Allen County, IN"
150,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,388.8 ,"Allen County, IN"
19,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,185.1 ,"Allen County, IN"
47,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,363.0 ,"Allen County, IN"
1280,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,446.9 ,"Hamilton County, IN"
9,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,145.2 ,"Hamilton County, IN"
1272,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,453.1 ,"Hamilton County, IN"
43,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,467.7 ,"Hamilton County, IN"
37,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,260.5 ,"Hamilton County, IN"
9,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,151.5 ,"Hamilton County, IN"
158,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,446.8 ,"Ripley County, IN"
156,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,445.9 ,"Ripley County, IN"
221,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,446.0 ,"Harrison County, IN"
220,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,448.9 ,"Harrison County, IN"
78,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,445.6 ,"Pike County, IN"
78,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,448.0 ,"Pike County, IN"
192,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,444.3 ,"Whitley County, IN"
190,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,445.3 ,"Whitley County, IN"
297,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,444.2 ,"Boone County, IN"
296,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,448.9 ,"Boone County, IN"
8,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,"1,090.3 ","Boone County, IN"
5,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,388.2 ,"Boone County, IN"
106,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,441.8 ,"Brown County, IN"
106,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,445.5 ,"Brown County, IN"
138,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,438.1 ,"Fayette County, IN"
137,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,437.6 ,"Fayette County, IN"
184,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,438.0 ,"Gibson County, IN"
184,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,439.8 ,"Gibson County, IN"
238,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,437.7 ,"Noble County, IN"
7,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,360.1 ,"Noble County, IN"
230,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,441.5 ,"Noble County, IN"
8,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,399.1 ,"Noble County, IN"
129,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,437.5 ,"Franklin County, IN"
129,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,438.5 ,"Franklin County, IN"
158,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,435.4 ,"Wells County, IN"
156,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,437.7 ,"Wells County, IN"
112,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,435.0 ,"Sullivan County, IN"
112,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,435.0 ,"Sullivan County, IN"
159,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,434.9 ,"Daviess County, IN"
158,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,437.3 ,"Daviess County, IN"
678,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,434.4 ,"Tippecanoe County, IN"
20,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,340.8 ,"Tippecanoe County, IN"
658,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,438.1 ,"Tippecanoe County, IN"
18,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,371.5 ,"Tippecanoe County, IN"
9,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,175.9 ,"Tippecanoe County, IN"
20,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,330.4 ,"Tippecanoe County, IN"
62,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,434.3 ,"Martin County, IN"
62,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,436.3 ,"Martin County, IN"
151,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,434.1 ,"Randolph County, IN"
151,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,438.9 ,"Randolph County, IN"
328,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.9 ,"Warrick County, IN"
326,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,435.0 ,"Warrick County, IN"
1199,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.7 ,"St. Joseph County, IN"
34,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,339.2 ,"St. Joseph County, IN"
1166,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,436.9 ,"St. Joseph County, IN"
133,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,442.9 ,"St. Joseph County, IN"
12,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,230.3 ,"St. Joseph County, IN"
36,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,329.1 ,"St. Joseph County, IN"
208,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,428.7 ,"Montgomery County, IN"
207,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,435.6 ,"Montgomery County, IN"
227,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,427.2 ,"Dubois County, IN"
5,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,594.2 ,"Dubois County, IN"
222,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,427.7 ,"Dubois County, IN"
5,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,631.3 ,"Dubois County, IN"
189,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,426.7 ,"Greene County, IN"
189,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,428.3 ,"Greene County, IN"
554,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.4 ,"Monroe County, IN"
4,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,249.6 ,"Monroe County, IN"
550,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,427.5 ,"Monroe County, IN"
14,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,475.3 ,"Monroe County, IN"
8,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,228.0 ,"Monroe County, IN"
5,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,285.7 ,"Monroe County, IN"
162,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,422.3 ,"Adams County, IN"
160,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,427.7 ,"Adams County, IN"
885,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,421.6 ,"Elkhart County, IN"
38,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,273.4 ,"Elkhart County, IN"
847,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,429.8 ,"Elkhart County, IN"
49,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,498.9 ,"Elkhart County, IN"
6,Indiana,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,322.1 ,"Elkhart County, IN"
40,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,267.8 ,"Elkhart County, IN"
80,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,420.3 ,"Newton County, IN"
79,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,423.9 ,"Newton County, IN"
140,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,418.2 ,"Posey County, IN"
139,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,420.2 ,"Posey County, IN"
112,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,416.3 ,"Fulton County, IN"
112,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,423.3 ,"Fulton County, IN"
181,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,415.0 ,"Miami County, IN"
180,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,417.9 ,"Miami County, IN"
4,Indiana,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,342.7 ,"Miami County, IN"
104,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,411.4 ,"Perry County, IN"
104,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,413.5 ,"Perry County, IN"
195,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,409.5 ,"Cass County, IN"
6,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,224.6 ,"Cass County, IN"
189,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,418.5 ,"Cass County, IN"
6,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,204.6 ,"Cass County, IN"
185,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,399.7 ,"Steuben County, IN"
184,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,404.0 ,"Steuben County, IN"
111,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,398.7 ,"Spencer County, IN"
111,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,402.8 ,"Spencer County, IN"
231,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,397.8 ,"Marshall County, IN"
6,Indiana,All Cancer Sites,  White Hispanic,All Sexes,All Ages,270.3 ,"Marshall County, IN"
225,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,402.2 ,"Marshall County, IN"
7,Indiana,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,258.2 ,"Marshall County, IN"
88,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,393.3 ,"Parke County, IN"
88,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,396.1 ,"Parke County, IN"
53,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,391.6 ,"Switzerland County, IN"
52,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,393.2 ,"Switzerland County, IN"
151,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,391.1 ,"LaGrange County, IN"
150,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,394.7 ,"LaGrange County, IN"
35,Indiana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,389.6 ,"Ohio County, IN"
35,Indiana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,392.5 ,"Ohio County, IN"
83,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,672.2 ,"Palo Alto County, IA"
83,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,678.2 ,"Palo Alto County, IA"
354,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,573.4 ,"Cerro Gordo County, IA"
5,Iowa,All Cancer Sites,  White Hispanic,All Sexes,All Ages,315.7 ,"Cerro Gordo County, IA"
349,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,578.7 ,"Cerro Gordo County, IA"
5,Iowa,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,321.1 ,"Cerro Gordo County, IA"
82,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,561.5 ,"Montgomery County, IA"
81,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,569.3 ,"Montgomery County, IA"
44,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,549.4 ,"Ringgold County, IA"
44,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,554.0 ,"Ringgold County, IA"
74,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,546.0 ,"Greene County, IA"
74,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,552.8 ,"Greene County, IA"
78,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,539.9 ,"Franklin County, IA"
76,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,547.4 ,"Franklin County, IA"
125,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,538.4 ,"Page County, IA"
124,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,540.3 ,"Page County, IA"
73,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,537.9 ,"Emmet County, IA"
71,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,526.8 ,"Emmet County, IA"
134,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,534.9 ,"Hardin County, IA"
133,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,539.4 ,"Hardin County, IA"
150,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,534.2 ,"Dickinson County, IA"
150,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,536.6 ,"Dickinson County, IA"
74,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,532.6 ,"Calhoun County, IA"
74,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,537.8 ,"Calhoun County, IA"
103,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,532.3 ,"Harrison County, IA"
103,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,534.9 ,"Harrison County, IA"
75,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,532.3 ,"Monona County, IA"
75,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,537.5 ,"Monona County, IA"
150,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,529.3 ,"Carroll County, IA"
150,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,530.0 ,"Carroll County, IA"
29,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,528.0 ,"Adams County, IA"
29,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,527.0 ,"Adams County, IA"
104,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,526.1 ,"Cass County, IA"
104,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,530.2 ,"Cass County, IA"
118,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,525.2 ,"Floyd County, IA"
117,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,528.1 ,"Floyd County, IA"
183,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,525.1 ,"Boone County, IA"
182,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,526.0 ,"Boone County, IA"
53,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,524.6 ,"Decatur County, IA"
53,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,530.7 ,"Decatur County, IA"
62,Iowa,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,522.9 ,"Clarke County, IA"
59,Iowa,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,525.4 ,"Clarke County, IA"
