Average Annual Count,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",County_State
16,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,890.2 ,"Candler County, GA"
23,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,580.3 ,"Bacon County, GA"
7,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.8 ,"Bacon County, GA"
17,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,955.5 ,"Bacon County, GA"
29,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,575.5 ,"Macon County, GA"
10,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.3 ,"Macon County, GA"
21,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,949.5 ,"Macon County, GA"
22,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,574.0 ,"Twiggs County, GA"
8,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.8 ,"Twiggs County, GA"
15,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,905.0 ,"Twiggs County, GA"
38,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,571.7 ,"Banks County, GA"
11,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.1 ,"Banks County, GA"
27,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,945.4 ,"Banks County, GA"
50,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.4 ,"Meriwether County, GA"
16,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.5 ,"Meriwether County, GA"
37,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,915.8 ,"Meriwether County, GA"
54,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,565.6 ,"Dawson County, GA"
16,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.9 ,"Dawson County, GA"
40,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,949.6 ,"Dawson County, GA"
7,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,565.2 ,"Chattahoochee County, GA"
4,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,100.7 ,"Chattahoochee County, GA"
3,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,631.1 ,"Chattahoochee County, GA"
26,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,563.6 ,"Crawford County, GA"
10,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.7 ,"Crawford County, GA"
19,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,937.9 ,"Crawford County, GA"
19,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,557.5 ,"Wilcox County, GA"
7,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.2 ,"Wilcox County, GA"
13,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,808.7 ,"Wilcox County, GA"
41,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.2 ,"Morgan County, GA"
15,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,71.8 ,"Morgan County, GA"
28,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,849.4 ,"Morgan County, GA"
20,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,555.7 ,"Irwin County, GA"
8,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.6 ,"Irwin County, GA"
13,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,793.1 ,"Irwin County, GA"
14,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,555.1 ,"Miller County, GA"
5,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,82.3 ,"Miller County, GA"
10,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,805.9 ,"Miller County, GA"
14,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,554.5 ,"Wheeler County, GA"
11,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,003.0 ","Wheeler County, GA"
25,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,553.4 ,"Heard County, GA"
8,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.1 ,"Heard County, GA"
17,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,888.5 ,"Heard County, GA"
21,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,552.1 ,"Wilkinson County, GA"
8,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,74.5 ,"Wilkinson County, GA"
13,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,788.4 ,"Wilkinson County, GA"
19,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,550.4 ,"Randolph County, GA"
6,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.0 ,"Randolph County, GA"
13,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,851.5 ,"Randolph County, GA"
45,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,550.0 ,"Worth County, GA"
15,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.9 ,"Worth County, GA"
33,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,888.0 ,"Worth County, GA"
39,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,550.0 ,"Berrien County, GA"
14,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.8 ,"Berrien County, GA"
26,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,800.6 ,"Berrien County, GA"
56,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,546.8 ,"Putnam County, GA"
15,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.4 ,"Putnam County, GA"
43,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,920.8 ,"Putnam County, GA"
26,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,545.4 ,"Bleckley County, GA"
11,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,79.6 ,"Bleckley County, GA"
17,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,784.0 ,"Bleckley County, GA"
43,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,542.5 ,"Dodge County, GA"
14,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.8 ,"Dodge County, GA"
30,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,847.0 ,"Dodge County, GA"
24,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,538.2 ,"Charlton County, GA"
9,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.8 ,"Charlton County, GA"
17,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,846.2 ,"Charlton County, GA"
39,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,533.8 ,"Towns County, GA"
6,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.5 ,"Towns County, GA"
34,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,866.2 ,"Towns County, GA"
39,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,523.2 ,"Burke County, GA"
15,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.7 ,"Burke County, GA"
27,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,851.6 ,"Burke County, GA"
17,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,522.6 ,"Talbot County, GA"
7,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.9 ,"Talbot County, GA"
11,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,766.0 ,"Talbot County, GA"
60,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,519.8 ,"Lumpkin County, GA"
20,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.0 ,"Lumpkin County, GA"
42,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,830.2 ,"Lumpkin County, GA"
32,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,517.6 ,"Telfair County, GA"
10,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.5 ,"Telfair County, GA"
23,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,833.2 ,"Telfair County, GA"
26,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,516.5 ,"Jeff Davis County, GA"
9,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.7 ,"Jeff Davis County, GA"
19,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,867.1 ,"Jeff Davis County, GA"
48,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,511.8 ,"Grady County, GA"
17,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.6 ,"Grady County, GA"
34,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,799.0 ,"Grady County, GA"
45,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,509.8 ,"Rabun County, GA"
9,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.7 ,"Rabun County, GA"
37,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,858.9 ,"Rabun County, GA"
9,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,507.7 ,"Schley County, GA"
4,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.0 ,"Schley County, GA"
7,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,824.1 ,"Schley County, GA"
18,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,507.4 ,"Marion County, GA"
5,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.1 ,"Marion County, GA"
13,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,846.4 ,"Marion County, GA"
53,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,505.7 ,"Jones County, GA"
15,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.7 ,"Jones County, GA"
39,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,846.7 ,"Jones County, GA"
20,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,505.5 ,"Hancock County, GA"
8,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,76.6 ,"Hancock County, GA"
13,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,726.2 ,"Hancock County, GA"
66,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,502.1 ,"White County, GA"
20,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.1 ,"White County, GA"
49,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,792.9 ,"White County, GA"
72,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,500.3 ,"Union County, GA"
15,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.9 ,"Union County, GA"
59,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,828.5 ,"Union County, GA"
53,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,495.2 ,"Monroe County, GA"
16,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.0 ,"Monroe County, GA"
39,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,846.4 ,"Monroe County, GA"
64,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,494.8 ,"Harris County, GA"
19,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.0 ,"Harris County, GA"
48,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,864.6 ,"Harris County, GA"
7,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,490.3 ,"Baker County, GA"
4,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,618.6 ,"Baker County, GA"
43,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,477.2 ,"Greene County, GA"
13,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.3 ,"Greene County, GA"
32,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,724.6 ,"Greene County, GA"
55,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,476.2 ,"Hart County, GA"
17,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.9 ,"Hart County, GA"
41,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,772.8 ,"Hart County, GA"
10,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,465.2 ,"Calhoun County, GA"
4,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.6 ,"Calhoun County, GA"
6,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,701.9 ,"Calhoun County, GA"
17,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,448.8 ,"Johnson County, GA"
6,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.4 ,"Johnson County, GA"
12,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,700.7 ,"Johnson County, GA"
32,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,437.2 ,"McIntosh County, GA"
10,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.0 ,"McIntosh County, GA"
24,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,700.8 ,"McIntosh County, GA"
22,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,436.9 ,"Pulaski County, GA"
6,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.8 ,"Pulaski County, GA"
17,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,709.5 ,"Pulaski County, GA"
5,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,424.7 ,"Webster County, GA"
4,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,712.8 ,"Webster County, GA"
23,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,402.6 ,"Dooly County, GA"
10,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.9 ,"Dooly County, GA"
15,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,586.6 ,"Dooly County, GA"
16,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,376.9 ,"Long County, GA"
8,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.5 ,"Long County, GA"
9,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,606.3 ,"Long County, GA"
4,Georgia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,352.9 ,"Echols County, GA"
4,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.5 ,"Bingham County, ID"
69,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,502.6 ,"Bingham County, ID"
18,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.0 ,"Bingham County, ID"
55,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,902.9 ,"Bingham County, ID"
14,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.6 ,"Kootenai County, ID"
335,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.0 ,"Kootenai County, ID"
81,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.6 ,"Kootenai County, ID"
267,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,013.6 ","Kootenai County, ID"
19,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.3 ,"Canyon County, ID"
317,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,518.8 ,"Canyon County, ID"
94,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.8 ,"Canyon County, ID"
241,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,899.7 ,"Canyon County, ID"
9,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.6 ,"Bonneville County, ID"
150,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,467.5 ,"Bonneville County, ID"
44,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.3 ,"Bonneville County, ID"
115,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,814.6 ,"Bonneville County, ID"
6,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.6 ,"Bannock County, ID"
127,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,506.8 ,"Bannock County, ID"
33,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,38.7 ,"Bannock County, ID"
100,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,913.3 ,"Bannock County, ID"
35,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.6 ,"Ada County, ID"
654,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,487.6 ,"Ada County, ID"
180,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,37.4 ,"Ada County, ID"
509,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,874.1 ,"Ada County, ID"
6,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.3 ,"Twin Falls County, ID"
149,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,541.5 ,"Twin Falls County, ID"
43,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.3 ,"Twin Falls County, ID"
112,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,900.8 ,"Twin Falls County, ID"
4,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,813.2 ,"Camas County, ID"
38,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,630.7 ,"Shoshone County, ID"
12,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,75.2 ,"Shoshone County, ID"
28,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,042.7 ","Shoshone County, ID"
47,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,626.7 ,"Elmore County, ID"
15,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.6 ,"Elmore County, ID"
34,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,051.8 ","Elmore County, ID"
26,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,624.6 ,"Benewah County, ID"
5,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.6 ,"Benewah County, ID"
22,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,165.7 ","Benewah County, ID"
29,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,598.0 ,"Clearwater County, ID"
5,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.6 ,"Clearwater County, ID"
25,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,118.5 ","Clearwater County, ID"
101,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,589.4 ,"Nez Perce County, ID"
22,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.9 ,"Nez Perce County, ID"
82,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,033.5 ","Nez Perce County, ID"
118,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.3 ,"Bonner County, ID"
29,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.6 ,"Bonner County, ID"
92,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,016.0 ","Bonner County, ID"
13,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.3 ,"Custer County, ID"
4,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,62.2 ,"Custer County, ID"
9,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,895.8 ,"Custer County, ID"
8,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,545.5 ,"Lincoln County, ID"
6,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,978.4 ,"Lincoln County, ID"
25,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,541.0 ,"Lemhi County, ID"
4,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,38.4 ,"Lemhi County, ID"
22,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,978.8 ,"Lemhi County, ID"
40,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,527.6 ,"Gem County, ID"
9,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.1 ,"Gem County, ID"
33,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,926.1 ,"Gem County, ID"
29,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,525.3 ,"Gooding County, ID"
6,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,37.1 ,"Gooding County, ID"
23,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,907.2 ,"Gooding County, ID"
26,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,523.8 ,"Washington County, ID"
6,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.8 ,"Washington County, ID"
21,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,873.6 ,"Washington County, ID"
46,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,523.6 ,"Payette County, ID"
13,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,52.6 ,"Payette County, ID"
36,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,906.9 ,"Payette County, ID"
6,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,513.5 ,"Butte County, ID"
5,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,947.7 ,"Butte County, ID"
43,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,488.3 ,"Idaho County, ID"
8,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,34.6 ,"Idaho County, ID"
35,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,841.0 ,"Idaho County, ID"
22,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,487.3 ,"Fremont County, ID"
4,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,27.2 ,"Fremont County, ID"
19,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,932.0 ,"Fremont County, ID"
35,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,485.0 ,"Cassia County, ID"
10,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.1 ,"Cassia County, ID"
26,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,801.9 ,"Cassia County, ID"
34,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,482.3 ,"Minidoka County, ID"
8,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,41.0 ,"Minidoka County, ID"
29,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,886.7 ,"Minidoka County, ID"
24,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,478.7 ,"Boundary County, ID"
7,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.7 ,"Boundary County, ID"
19,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,837.9 ,"Boundary County, ID"
11,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,477.2 ,"Adams County, ID"
9,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,880.2 ,"Adams County, ID"
10,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,476.4 ,"Lewis County, ID"
8,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,843.7 ,"Lewis County, ID"
21,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,474.5 ,"Owyhee County, ID"
9,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,73.0 ,"Owyhee County, ID"
14,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,728.9 ,"Owyhee County, ID"
31,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,454.2 ,"Jefferson County, ID"
9,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,34.1 ,"Jefferson County, ID"
25,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,844.7 ,"Jefferson County, ID"
29,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,447.1 ,"Jerome County, ID"
10,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.1 ,"Jerome County, ID"
21,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,758.8 ,"Jerome County, ID"
12,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,446.3 ,"Caribou County, ID"
3,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.6 ,"Caribou County, ID"
9,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,758.0 ,"Caribou County, ID"
49,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,443.0 ,"Latah County, ID"
12,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,35.8 ,"Latah County, ID"
40,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,806.5 ,"Latah County, ID"
11,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,437.9 ,"Bear Lake County, ID"
10,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,879.5 ,"Bear Lake County, ID"
21,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,434.3 ,"Valley County, ID"
6,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,38.5 ,"Valley County, ID"
16,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,738.2 ,"Valley County, ID"
10,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,403.9 ,"Power County, ID"
9,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,770.1 ,"Power County, ID"
10,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,392.6 ,"Teton County, ID"
3,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,27.9 ,"Teton County, ID"
8,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,743.7 ,"Teton County, ID"
13,Idaho,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,370.8 ,"Boise County, ID"
