average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019
73,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,618.5 ,"Clinton County, IN",,32373,32207,32195,32192,32399
23,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.9 ,"Clinton County, IN",,32373,32207,32195,32192,32399
53,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,018.0 ","Clinton County, IN",,32373,32207,32195,32192,32399
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.3 ,"Putnam County, IN",,37382,37113,37363,37486,37576
84,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,627.4 ,"Putnam County, IN",,37382,37113,37363,37486,37576
25,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,61.1 ,"Putnam County, IN",,37382,37113,37363,37486,37576
62,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,054.7 ","Putnam County, IN",,37382,37113,37363,37486,37576
5,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.3 ,"Lawrence County, IN",62.0,45568,45578,45592,45630,45370
108,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,565.9 ,"Lawrence County, IN",62.0,45568,45578,45592,45630,45370
32,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.0 ,"Lawrence County, IN",62.0,45568,45578,45592,45630,45370
81,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,934.6 ,"Lawrence County, IN",62.0,45568,45578,45592,45630,45370
12,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.2 ,"LaPorte County, IN",,110835,110222,109842,109981,109888
238,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,574.3 ,"LaPorte County, IN",,110835,110222,109842,109981,109888
75,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.1 ,"LaPorte County, IN",,110835,110222,109842,109981,109888
175,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,958.5 ,"LaPorte County, IN",,110835,110222,109842,109981,109888
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.1 ,"LaGrange County, IN",,38616,39113,39248,39375,39614
63,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,556.9 ,"LaGrange County, IN",,38616,39113,39248,39375,39614
20,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.9 ,"LaGrange County, IN",,38616,39113,39248,39375,39614
47,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,941.9 ,"LaGrange County, IN",,38616,39113,39248,39375,39614
102,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.4 ,"Marion County, IN",42.1,939843,945685,950537,958700,964582
1568,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,586.8 ,"Marion County, IN",42.1,939843,945685,950537,958700,964582
570,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.4 ,"Marion County, IN",42.1,939843,945685,950537,958700,964582
1100,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,979.3 ,"Marion County, IN",42.1,939843,945685,950537,958700,964582
18,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.3 ,"Porter County, IN",0.0,167334,167475,168495,169488,170389
322,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,551.4 ,"Porter County, IN",0.0,167334,167475,168495,169488,170389
100,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.4 ,"Porter County, IN",0.0,167334,167475,168495,169488,170389
240,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,956.3 ,"Porter County, IN",0.0,167334,167475,168495,169488,170389
26,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.7 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826
530,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,578.8 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826
161,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.0 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826
396,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,974.4 ,"St. Joseph County, IN",39.66666667,268361,269862,270057,270972,271826
3,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.3 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520
81,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.6 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520
25,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.1 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520
59,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,992.2 ,"Huntington County, IN",52.0,36518,36294,36222,36243,36520
48,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.2 ,"Lake County, IN",52.25,487908,486092,484601,484440,485493
1000,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,579.6 ,"Lake County, IN",52.25,487908,486092,484601,484440,485493
306,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.9 ,"Lake County, IN",52.25,487908,486092,484601,484440,485493
742,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,980.6 ,"Lake County, IN",52.25,487908,486092,484601,484440,485493
36,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.0 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299
658,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.1 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299
214,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.1 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299
480,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,942.7 ,"Allen County, IN",59.0,367362,369412,371723,375079,379299
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.9 ,"Jackson County, IN",0.0,43875,43997,43955,44068,44231
97,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,624.8 ,"Jackson County, IN",0.0,43875,43997,43955,44068,44231
30,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.7 ,"Jackson County, IN",0.0,43875,43997,43955,44068,44231
71,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,037.3 ","Jackson County, IN",0.0,43875,43997,43955,44068,44231
3,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.9 ,"Steuben County, IN",,34469,34329,34384,34487,34594
79,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,558.6 ,"Steuben County, IN",,34469,34329,34384,34487,34594
22,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.6 ,"Steuben County, IN",,34469,34329,34384,34487,34594
60,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,955.2 ,"Steuben County, IN",,34469,34329,34384,34487,34594
20,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.7 ,"Elkhart County, IN",0.0,202995,203642,204194,205617,206341
341,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,528.2 ,"Elkhart County, IN",0.0,202995,203642,204194,205617,206341
103,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.9 ,"Elkhart County, IN",0.0,202995,203642,204194,205617,206341
258,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,900.5 ,"Elkhart County, IN",0.0,202995,203642,204194,205617,206341
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.6 ,"DeKalb County, IN",,42496,42652,42806,43208,43475
89,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,598.9 ,"DeKalb County, IN",,42496,42652,42806,43208,43475
29,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.1 ,"DeKalb County, IN",,42496,42652,42806,43208,43475
64,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,989.8 ,"DeKalb County, IN",,42496,42652,42806,43208,43475
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.5 ,"Shelby County, IN",,44341,44229,44367,44522,44729
103,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,623.2 ,"Shelby County, IN",,44341,44229,44367,44522,44729
31,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.0 ,"Shelby County, IN",,44341,44229,44367,44522,44729
77,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,064.7 ","Shelby County, IN",,44341,44229,44367,44522,44729
7,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.2 ,"Kosciusko County, IN",57.0,78547,78732,79026,79416,79456
147,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,533.6 ,"Kosciusko County, IN",57.0,78547,78732,79026,79416,79456
43,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.8 ,"Kosciusko County, IN",57.0,78547,78732,79026,79416,79456
111,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,909.7 ,"Kosciusko County, IN",57.0,78547,78732,79026,79416,79456
7,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.2 ,"Floyd County, IN",61.0,76505,76734,77006,77834,78522
150,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,562.9 ,"Floyd County, IN",61.0,76505,76734,77006,77834,78522
49,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.0 ,"Floyd County, IN",61.0,76505,76734,77006,77834,78522
109,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,950.9 ,"Floyd County, IN",61.0,76505,76734,77006,77834,78522
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.1 ,"Dearborn County, IN",,49455,49436,49564,49482,49458
110,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,590.7 ,"Dearborn County, IN",,49455,49436,49564,49482,49458
35,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,56.0 ,"Dearborn County, IN",,49455,49436,49564,49482,49458
79,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,991.1 ,"Dearborn County, IN",,49455,49436,49564,49482,49458
15,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.0 ,"Johnson County, IN",60.0,148962,151540,153820,156093,158167
269,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,567.4 ,"Johnson County, IN",60.0,148962,151540,153820,156093,158167
80,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,50.1 ,"Johnson County, IN",60.0,148962,151540,153820,156093,158167
203,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,980.4 ,"Johnson County, IN",60.0,148962,151540,153820,156093,158167
7,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.9 ,"Morgan County, IN",,69559,69633,69793,70137,70489
149,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.5 ,"Morgan County, IN",,69559,69633,69793,70137,70489
48,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,55.2 ,"Morgan County, IN",,69559,69633,69793,70137,70489
107,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,014.7 ","Morgan County, IN",,69559,69633,69793,70137,70489
6,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.7 ,"Warrick County, IN",,61522,62005,62401,62474,62998
116,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,510.6 ,"Warrick County, IN",,61522,62005,62401,62474,62998
33,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.4 ,"Warrick County, IN",,61522,62005,62401,62474,62998
89,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,886.8 ,"Warrick County, IN",,61522,62005,62401,62474,62998
7,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.5 ,"Hancock County, IN",,72413,73765,74998,76478,78168
142,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,552.2 ,"Hancock County, IN",,72413,73765,74998,76478,78168
43,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.0 ,"Hancock County, IN",,72413,73765,74998,76478,78168
107,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,951.4 ,"Hancock County, IN",,72413,73765,74998,76478,78168
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.3 ,"Marshall County, IN",58.0,46733,46586,46433,46296,46258
91,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,516.6 ,"Marshall County, IN",58.0,46733,46586,46433,46296,46258
25,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.2 ,"Marshall County, IN",58.0,46733,46586,46433,46296,46258
70,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,891.9 ,"Marshall County, IN",58.0,46733,46586,46433,46296,46258
3,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.9 ,"Dubois County, IN",,42317,42450,42538,42674,42736
77,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,485.8 ,"Dubois County, IN",,42317,42450,42538,42674,42736
20,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,39.1 ,"Dubois County, IN",,42317,42450,42538,42674,42736
61,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,871.4 ,"Dubois County, IN",,42317,42450,42538,42674,42736
15,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.8 ,"Hendricks County, IN",,157776,160376,163622,166908,170311
253,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,530.2 ,"Hendricks County, IN",,157776,160376,163622,166908,170311
76,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,43.3 ,"Hendricks County, IN",,157776,160376,163622,166908,170311
192,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,939.5 ,"Hendricks County, IN",,157776,160376,163622,166908,170311
10,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.3 ,"Clark County, IN",76.0,114819,115588,116545,117280,118302
233,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,597.9 ,"Clark County, IN",76.0,114819,115588,116545,117280,118302
70,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,51.5 ,"Clark County, IN",76.0,114819,115588,116545,117280,118302
173,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,027.2 ","Clark County, IN",76.0,114819,115588,116545,117280,118302
6,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.2 ,"Boone County, IN",,63033,64192,65723,66930,67843
107,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,566.5 ,"Boone County, IN",,63033,64192,65723,66930,67843
31,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.3 ,"Boone County, IN",,63033,64192,65723,66930,67843
82,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,021.5 ","Boone County, IN",,63033,64192,65723,66930,67843
13,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.0 ,"Tippecanoe County, IN",47.0,186723,190292,191199,193817,195732
240,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,508.2 ,"Tippecanoe County, IN",47.0,186723,190292,191199,193817,195732
76,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,48.1 ,"Tippecanoe County, IN",47.0,186723,190292,191199,193817,195732
176,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,853.2 ,"Tippecanoe County, IN",47.0,186723,190292,191199,193817,195732
6,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.5 ,"Bartholomew County, IN",57.0,81458,82231,82213,82722,83779
146,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,518.7 ,"Bartholomew County, IN",57.0,81458,82231,82213,82722,83779
41,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.2 ,"Bartholomew County, IN",57.0,81458,82231,82213,82722,83779
112,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,886.5 ,"Bartholomew County, IN",57.0,81458,82231,82213,82722,83779
9,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.4 ,"Monroe County, IN",64.0,144247,145757,146638,147230,148431
196,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,492.5 ,"Monroe County, IN",64.0,144247,145757,146638,147230,148431
59,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.8 ,"Monroe County, IN",64.0,144247,145757,146638,147230,148431
147,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,830.8 ,"Monroe County, IN",64.0,144247,145757,146638,147230,148431
23,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,10.3 ,"Hamilton County, IN",,308428,315902,322933,330311,338011
359,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,428.6 ,"Hamilton County, IN",,308428,315902,322933,330311,338011
107,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,31.9 ,"Hamilton County, IN",,308428,315902,322933,330311,338011
275,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,775.8 ,"Hamilton County, IN",,308428,315902,322933,330311,338011
52,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,747.2 ,"Fountain County, IN",60.0,16537,16457,16419,16390,16346
13,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,68.1 ,"Fountain County, IN",60.0,16537,16457,16419,16390,16346
40,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,247.8 ","Fountain County, IN",60.0,16537,16457,16419,16390,16346
46,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,716.4 ,"Vermillion County, IN",65.0,15593,15593,15503,15510,15498
14,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,78.7 ,"Vermillion County, IN",65.0,15593,15593,15503,15510,15498
35,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,187.6 ","Vermillion County, IN",65.0,15593,15593,15503,15510,15498
55,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,697.9 ,"Orange County, IN",59.0,19634,19473,19423,19548,19646
19,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.2 ,"Orange County, IN",59.0,19634,19473,19423,19548,19646
39,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,109.5 ","Orange County, IN",59.0,19634,19473,19423,19548,19646
68,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,688.1 ,"Clay County, IN",55.0,26395,26210,26167,26175,26225
18,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.6 ,"Clay County, IN",55.0,26395,26210,26167,26175,26225
53,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,196.9 ","Clay County, IN",55.0,26395,26210,26167,26175,26225
35,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,674.8 ,"Pulaski County, IN",61.0,12804,12618,12529,12492,12353
11,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,70.9 ,"Pulaski County, IN",61.0,12804,12618,12529,12492,12353
26,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,100.6 ","Pulaski County, IN",61.0,12804,12618,12529,12492,12353
60,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,667.9 ,"Starke County, IN",53.0,22860,23019,22935,22951,22995
20,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.0 ,"Starke County, IN",53.0,22860,23019,22935,22951,22995
41,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,039.5 ","Starke County, IN",53.0,22860,23019,22935,22951,22995
19,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,651.6 ,"Union County, IN",58.5,7185,7139,7159,7029,7054
5,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.6 ,"Union County, IN",58.5,7185,7139,7159,7029,7054
14,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,084.3 ","Union County, IN",58.5,7185,7139,7159,7029,7054
26,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,647.9 ,"Switzerland County, IN",52.0,10614,10641,10686,10731,10751
8,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,63.6 ,"Switzerland County, IN",52.0,10614,10641,10686,10731,10751
20,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,116.0 ","Switzerland County, IN",52.0,10614,10641,10686,10731,10751
34,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,646.7 ,"Blackford County, IN",56.0,12242,12115,12028,11924,11758
8,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.6 ,"Blackford County, IN",56.0,12242,12115,12028,11924,11758
27,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,115.1 ","Blackford County, IN",56.0,12242,12115,12028,11924,11758
27,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,644.6 ,"Martin County, IN",57.0,10216,10190,10181,10219,10255
6,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.2 ,"Martin County, IN",57.0,10216,10190,10181,10219,10255
21,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,115.2 ","Martin County, IN",57.0,10216,10190,10181,10219,10255
33,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,625.8 ,"Pike County, IN",54.0,12407,12391,12315,12388,12389
12,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,80.6 ,"Pike County, IN",54.0,12407,12391,12315,12388,12389
22,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,938.3 ,"Pike County, IN",54.0,12407,12391,12315,12388,12389
48,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,623.1 ,"Jay County, IN",61.0,21137,21017,20883,20727,20436
10,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.2 ,"Jay County, IN",61.0,21137,21017,20883,20727,20436
40,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,156.6 ","Jay County, IN",61.0,21137,21017,20883,20727,20436
60,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,622.8 ,"Fayette County, IN",29.0,23388,23252,23154,23076,23102
18,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,64.9 ,"Fayette County, IN",29.0,23388,23252,23154,23076,23102
45,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,011.1 ","Fayette County, IN",29.0,23388,23252,23154,23076,23102
52,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,615.7 ,"Owen County, IN",52.0,20826,20898,20791,20862,20799
16,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.9 ,"Owen County, IN",52.0,20826,20898,20791,20862,20799
39,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,068.9 ","Owen County, IN",52.0,20826,20898,20791,20862,20799
49,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,612.8 ,"Fulton County, IN",58.0,20340,20118,19995,20053,19974
15,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.0 ,"Fulton County, IN",58.0,20340,20118,19995,20053,19974
36,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,984.4 ,"Fulton County, IN",58.0,20340,20118,19995,20053,19974
46,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,610.6 ,"Perry County, IN",61.0,19310,18978,18978,19077,19169
12,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,49.9 ,"Perry County, IN",61.0,19310,18978,18978,19077,19169
35,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,040.3 ","Perry County, IN",61.0,19310,18978,18978,19077,19169
66,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,598.8 ,"Wells County, IN",,27851,27865,27958,28083,28296
20,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.4 ,"Wells County, IN",,27851,27865,27958,28083,28296
48,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,988.6 ,"Wells County, IN",,27851,27865,27958,28083,28296
76,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,588.8 ,"Whitley County, IN",,33444,33475,33722,34047,33964
19,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.6 ,"Whitley County, IN",,33444,33475,33722,34047,33964
59,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,048.4 ","Whitley County, IN",,33444,33475,33722,34047,33964
77,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,584.8 ,"Miami County, IN",70.0,36004,36043,35864,35646,35516
22,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.5 ,"Miami County, IN",70.0,36004,36043,35864,35646,35516
58,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,979.9 ,"Miami County, IN",70.0,36004,36043,35864,35646,35516
60,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,583.5 ,"White County, IN",,24274,24074,24163,24133,24102
16,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.5 ,"White County, IN",,24274,24074,24163,24133,24102
46,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,993.8 ,"White County, IN",,24274,24074,24163,24133,24102
25,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,576.6 ,"Crawford County, IN",58.0,10555,10583,10535,10594,10577
9,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,67.3 ,"Crawford County, IN",58.0,10555,10583,10535,10594,10577
18,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,922.8 ,"Crawford County, IN",58.0,10555,10583,10535,10594,10577
16,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,575.5 ,"Ohio County, IN",55.0,5877,5885,5854,5879,5875
4,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.8 ,"Ohio County, IN",55.0,5877,5885,5854,5879,5875
12,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,962.5 ,"Ohio County, IN",55.0,5877,5885,5854,5879,5875
50,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,561.2 ,"Franklin County, IN",61.0,22940,22770,22694,22706,22758
16,Indiana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,59.7 ,"Franklin County, IN",61.0,22940,22770,22694,22706,22758
