County,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate†cases per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Incidence Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Area,Parish
Delaware  6,***,"115.3 (111.3, 119.4)",,637,stable,"0.4 (-0.1, 0.9)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
US (SEER+NPCR)  1,***,"106.1 (105.9, 106.3)",,209535,stable,"-0.5 (-1.2, 0.1)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Kent County  6,***,"119.4 (109.9, 129.3)","1 (1, 3)",121,stable,"0.8 (-0.1, 1.8)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
New Castle County  6,***,"114.9 (109.8, 120.1)","2 (1, 3)",394,stable,"0.4 (-0.3, 1.0)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Sussex County  6,***,"112.8 (104.0, 122.2)","3 (1, 3)",122,stable,"0.1 (-1.0, 1.3)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Delaware  6,***,"1,437.7 (1,420.1, 1,455.5)",,5253,falling,"-3.1 (-4.7, -1.3)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
US (SEER+NPCR)  1,***,"1,349.4 (1,348.4, 1,350.3)",,1492626,falling,"-1.1 (-1.3, -0.9)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Kent County  6,***,"1,541.9 (1,498.2, 1,586.6)","1 (1, 1)",962,falling,"-1.7 (-2.6, -0.8)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
New Castle County  6,***,"1,426.9 (1,402.4, 1,451.6)","2 (2, 3)",2691,falling,"-1.0 (-1.3, -0.7)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Sussex County  6,***,"1,400.0 (1,368.5, 1,432.1)","3 (2, 3)",1599,falling,"-5.3 (-8.5, -1.9)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Delaware  6,***,"244.8 (240.2, 249.4)",,2448,falling,"-1.0 (-1.6, -0.4)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
US (SEER+NPCR)  1,***,"227.6 (227.4, 227.9)",,750329,stable,"-0.7 (-1.8, 0.5)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Kent County  6,***,"274.7 (263.4, 286.3)","1 (1, 1)",480,stable,"0.2 (-0.4, 0.8)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
New Castle County  6,***,"240.5 (234.7, 246.4)","2 (2, 3)",1401,falling,"-0.6 (-0.9, -0.2)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Sussex County  6,***,"234.7 (225.2, 244.5)","3 (2, 3)",567,falling,"-1.5 (-2.5, -0.6)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Delaware  6,***,"2,102.7 (2,071.0, 2,134.8)",,3445,falling,"-3.4 (-4.9, -2.0)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
US (SEER+NPCR)  1,***,"1,975.9 (1,974.1, 1,977.7)",,952920,falling,"-1.2 (-1.4, -1.0)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Kent County  6,***,"2,150.2 (2,073.4, 2,229.2)","1 (1, 3)",604,falling,"-2.2 (-2.9, -1.5)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
New Castle County  6,***,"2,104.2 (2,058.9, 2,150.2)","2 (1, 3)",1686,falling,"-0.9 (-1.3, -0.5)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Sussex County  6,***,"2,077.7 (2,023.3, 2,133.2)","3 (1, 3)",1155,falling,"-5.7 (-9.7, -1.6)",Delaware,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
District of Columbia  6,***,"105.1 (100.8, 109.6)","37 (15, 44)",481,falling,"-1.7 (-2.5, -1.0)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
US (SEER+NPCR)  1,***,"106.1 (105.9, 106.3)",,209535,stable,"-0.5 (-1.2, 0.1)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
District of Columbia  6,***,"1,270.1 (1,247.0, 1,293.6)","40 (39, 43)",2384,stable,"-0.8 (-5.4, 4.0)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
US (SEER+NPCR)  1,***,"1,349.4 (1,348.4, 1,350.3)",,1492626,falling,"-1.1 (-1.3, -0.9)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
District of Columbia  6,***,"234.8 (229.3, 240.4)","21 (11, 36)",1461,falling,"-1.6 (-2.2, -1.0)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
US (SEER+NPCR)  1,***,"227.6 (227.4, 227.9)",,750329,stable,"-0.7 (-1.8, 0.5)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
District of Columbia  6,***,"1,747.7 (1,706.3, 1,789.7)","49 (43, 50)",1406,stable,"0.7 (-4.5, 6.1)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
US (SEER+NPCR)  1,***,"1,975.9 (1,974.1, 1,977.7)",,952920,falling,"-1.2 (-1.4, -1.0)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Florida  6,***,"112.7 (111.8, 113.5)",,13697,stable,"-0.9 (-2.5, 0.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
US (SEER+NPCR)  1,***,"106.1 (105.9, 106.3)",,209535,stable,"-0.5 (-1.2, 0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Union County  6,***,"421.0 (365.6, 482.7)","1 (1, 1)",42,falling,"-5.3 (-8.5, -2.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Gilchrist County  6,***,"171.0 (135.2, 213.1)","2 (2, 25)",16,stable,"3.3 (-0.3, 6.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Citrus County  6,***,"146.2 (132.6, 160.8)","3 (2, 14)",88,rising,"3.0 (1.6, 4.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Hernando County  6,***,"145.2 (134.4, 156.6)","4 (2, 10)",136,rising,"1.7 (0.5, 2.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Nassau County  6,***,"134.8 (120.0, 150.9)","5 (2, 36)",61,stable,"1.4 (-0.5, 3.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Pasco County  6,***,"132.7 (126.9, 138.7)","6 (3, 17)",394,stable,"0.1 (-0.7, 0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Charlotte County  6,***,"128.5 (116.8, 141.0)","7 (3, 38)",91,rising,"1.3 (0.1, 2.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Sarasota County  6,***,"125.6 (118.4, 133.2)","8 (4, 29)",228,rising,"1.9 (1.1, 2.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Marion County  6,***,"125.6 (118.2, 133.4)","10 (4, 29)",218,stable,"0.5 (-0.4, 1.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Duval County  6,***,"124.1 (120.1, 128.3)","11 (6, 25)",717,rising,"0.7 (0.2, 1.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Flagler County  6,***,"123.4 (110.3, 137.7)","9 (3, 44)",65,rising,"1.9 (0.5, 3.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Brevard County  6,***,"123.3 (117.7, 129.1)","12 (6, 29)",375,stable,"0.4 (-0.2, 0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Indian River County  6,***,"123.2 (111.7, 135.6)","13 (4, 46)",85,stable,"0.7 (-0.8, 2.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Lake County  6,***,"122.4 (115.3, 130.0)","14 (6, 35)",219,stable,"0.4 (-0.3, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Pinellas County  6,***,"122.1 (117.9, 126.4)","15 (8, 29)",647,rising,"0.5 (0.2, 0.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Martin County  6,***,"121.1 (110.1, 132.8)","19 (5, 47)",92,stable,"0.8 (-0.6, 2.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Highlands County  6,***,"120.9 (106.5, 136.6)","16 (3, 51)",52,stable,"1.2 (-0.7, 3.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Clay County  6,***,"120.2 (111.9, 129.0)","17 (5, 41)",156,stable,"0.8 (-0.4, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Bradford County  6,***,"119.7 (97.2, 146.0)","18 (2, 60)",20,rising,"4.1 (1.4, 6.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
St. Johns County  6,***,"119.6 (111.7, 127.9)","21 (6, 41)",172,stable,"0.3 (-1.2, 1.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Columbia County  6,***,"118.6 (103.8, 134.8)","20 (3, 53)",47,stable,"1.1 (-0.3, 2.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Volusia County  6,***,"118.5 (112.8, 124.4)","22 (9, 39)",331,stable,"0.3 (-0.5, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Levy County  6,***,"117.6 (97.2, 141.0)","23 (3, 59)",24,stable,"1.6 (-0.3, 3.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Franklin County  6,***,"116.3 (81.8, 160.5)","24 (2, 67)",8,rising,"9.9 (0.4, 20.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Polk County  6,***,"115.6 (110.8, 120.6)","25 (14, 41)",443,falling,"-0.7 (-1.3, -0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Putnam County  6,***,"115.5 (100.4, 132.2)","27 (4, 55)",43,stable,"1.1 (-1.1, 3.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Hillsborough County  6,***,"115.1 (112.0, 118.2)","26 (18, 38)",1050,stable,"0.2 (-0.3, 0.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Bay County  6,***,"114.5 (105.6, 123.9)","28 (9, 50)",125,stable,"0.0 (-1.1, 1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Manatee County  6,***,"113.4 (106.8, 120.3)","30 (14, 48)",221,stable,"0.6 (-0.2, 1.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Gadsden County  6,***,"112.5 (95.4, 131.8)","29 (4, 59)",31,stable,"0.0 (-2.1, 2.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Lee County  6,***,"112.5 (107.7, 117.5)","31 (18, 45)",416,stable,"0.1 (-0.6, 0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Palm Beach County  6,***,"111.7 (108.5, 115.0)","32 (22, 44)",921,stable,"0.1 (-0.4, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Broward County  6,***,"111.5 (108.8, 114.2)","33 (23, 43)",1358,stable,"-0.1 (-0.5, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
St. Lucie County  6,***,"111.3 (104.2, 118.8)","34 (14, 50)",185,stable,"0.7 (-0.4, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Gulf County  6,***,"109.8 (82.9, 143.0)","37 (2, 65)",11,stable,"1.7 (-1.9, 5.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Seminole County  6,***,"109.5 (104.2, 115.0)","35 (22, 50)",325,rising,"3.6 (1.2, 6.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Okeechobee County  6,***,"109.3 (91.4, 129.7)","38 (4, 62)",26,stable,"-0.7 (-3.1, 1.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Dixie County  6,***,"109.1 (80.6, 144.4)","39 (2, 66)",10,stable,"-1.1 (-4.0, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Osceola County  6,***,"108.8 (102.8, 115.1)","36 (20, 51)",246,stable,"0.7 (0.0, 1.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Escambia County  6,***,"108.1 (101.2, 115.3)","40 (19, 53)",187,stable,"0.4 (-0.5, 1.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Sumter County  6,***,"107.3 (92.3, 124.3)","41 (6, 61)",37,stable,"1.4 (-0.6, 3.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Hardee County  6,***,"107.3 (85.7, 132.5)","42 (4, 64)",17,stable,"1.3 (-2.0, 4.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Suwannee County  6,***,"106.7 (88.9, 126.9)","43 (5, 62)",26,stable,"-0.4 (-3.2, 2.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Collier County  6,***,"106.4 (99.7, 113.4)","44 (24, 54)",191,stable,"0.4 (-0.6, 1.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Baker County  6,***,"105.8 (85.5, 129.3)","45 (4, 64)",19,stable,"0.6 (-2.3, 3.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Miami-Dade County  6,***,"104.4 (102.2, 106.5)","46 (36, 52)",1857,stable,"0.1 (-0.3, 0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Santa Rosa County  6,***,"103.7 (95.2, 112.8)","47 (23, 57)",110,stable,"0.2 (-0.9, 1.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Orange County  6,***,"103.7 (100.7, 106.7)","48 (36, 53)",920,stable,"-0.1 (-0.5, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Alachua County  6,***,"101.9 (94.4, 109.8)","49 (26, 58)",146,stable,"-0.5 (-1.9, 0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Hamilton County  6,***,"98.3 (70.3, 133.6)","52 (3, 67)",8,stable,"2.6 (-2.2, 7.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Monroe County  6,***,"98.1 (85.7, 112.0)","53 (21, 63)",46,stable,"-8.8 (-30.1, 18.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Taylor County  6,***,"96.6 (74.2, 123.7)","51 (5, 66)",13,stable,"-1.1 (-4.5, 2.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Okaloosa County  6,***,"93.2 (85.4, 101.6)","55 (41, 62)",107,falling,"-1.3 (-2.1, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Wakulla County  6,***,"92.8 (75.4, 113.1)","54 (12, 66)",20,stable,"-0.2 (-2.2, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Jefferson County  6,***,"92.1 (64.9, 127.2)","50 (3, 67)",8,stable,"0.5 (-2.9, 4.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Leon County  6,***,"91.8 (85.0, 98.9)","56 (45, 63)",144,falling,"-1.0 (-1.9, -0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Washington County  6,***,"90.3 (70.3, 114.3)","57 (12, 67)",14,stable,"1.5 (-1.1, 4.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Walton County  6,***,"87.7 (75.0, 102.1)","58 (36, 66)",34,stable,"-1.2 (-2.9, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Lafayette County  6,***,"84.8 (55.3, 124.9)","59 (4, 67)",5,rising,"5.7 (0.4, 11.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
DeSoto County  6,***,"83.8 (67.0, 103.6)","61 (30, 67)",17,stable,"-0.7 (-2.6, 1.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Hendry County  6,***,"83.5 (68.1, 101.3)","60 (32, 67)",21,stable,"-0.1 (-1.7, 1.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Glades County  6,***,"80.7 (55.1, 114.6)","62 (8, 67)",6,*,*,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Calhoun County  6,***,"74.7 (51.9, 104.2)","63 (22, 67)",7,stable,"1.8 (-4.0, 8.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Holmes County  6,***,"74.1 (53.3, 100.4)","64 (30, 67)",8,stable,"1.5 (-3.6, 6.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Jackson County  6,***,"72.9 (60.0, 87.9)","65 (51, 67)",22,stable,"-0.3 (-2.8, 2.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Liberty County  6,***,"68.3 (42.2, 105.4)","66 (24, 67)",4,*,*,Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Madison County  6,***,"60.5 (42.0, 84.5)","67 (52, 67)",7,stable,"-2.3 (-5.9, 1.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Florida  6,***,"1,374.4 (1,370.9, 1,378.0)",,117110,falling,"-2.1 (-3.9, -0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
US (SEER+NPCR)  1,***,"1,349.4 (1,348.4, 1,350.3)",,1492626,falling,"-1.1 (-1.3, -0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Union County  6,***,"3,030.8 (2,824.3, 3,249.1)","1 (1, 1)",172,stable,"0.8 (-0.2, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Nassau County  6,***,"1,669.7 (1,609.0, 1,732.1)","2 (2, 5)",601,stable,"0.3 (-0.4, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hernando County  6,***,"1,614.1 (1,577.6, 1,651.2)","3 (2, 7)",1574,stable,"-0.9 (-1.9, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lake County  6,***,"1,567.3 (1,540.2, 1,594.8)","4 (3, 11)",2691,falling,"-0.6 (-1.0, -0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Duval County  6,***,"1,562.2 (1,541.5, 1,583.2)","5 (3, 11)",4543,falling,"-2.6 (-5.0, -0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Marion County  6,***,"1,559.3 (1,533.1, 1,585.9)","6 (3, 12)",2913,falling,"-0.8 (-1.2, -0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Citrus County  6,***,"1,555.1 (1,517.6, 1,593.4)","7 (3, 15)",1468,stable,"0.1 (-0.3, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Clay County  6,***,"1,536.0 (1,494.1, 1,578.8)","8 (3, 19)",1078,stable,"-0.2 (-0.7, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Bay County  6,***,"1,518.9 (1,477.2, 1,561.5)","9 (4, 23)",1028,stable,"0.1 (-0.8, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Columbia County  6,***,"1,513.1 (1,447.6, 1,580.8)","10 (3, 29)",412,stable,"0.3 (-0.1, 0.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Putnam County  6,***,"1,501.3 (1,442.5, 1,561.9)","11 (4, 30)",506,falling,"-0.8 (-1.5, -0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Escambia County  6,***,"1,500.5 (1,468.2, 1,533.4)","12 (7, 24)",1681,stable,"-0.1 (-0.5, 0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pasco County  6,***,"1,498.7 (1,476.2, 1,521.5)","13 (8, 22)",3469,falling,"-0.8 (-1.1, -0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Dixie County  6,***,"1,495.9 (1,376.5, 1,623.0)","14 (2, 43)",119,stable,"0.0 (-1.0, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Suwannee County  6,***,"1,486.1 (1,408.3, 1,567.2)","15 (3, 37)",279,stable,"-0.3 (-1.1, 0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Polk County  6,***,"1,483.9 (1,463.3, 1,504.8)","16 (9, 24)",4045,falling,"-1.1 (-1.4, -0.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Calhoun County  6,***,"1,477.5 (1,337.0, 1,628.8)","17 (2, 53)",82,stable,"1.0 (-0.4, 2.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Levy County  6,***,"1,474.7 (1,398.0, 1,554.5)","18 (4, 38)",289,falling,"-2.5 (-3.9, -1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Volusia County  6,***,"1,472.3 (1,451.0, 1,493.8)","19 (11, 26)",3783,stable,"-0.3 (-3.7, 3.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Brevard County  6,***,"1,469.6 (1,449.4, 1,490.0)","20 (11, 26)",4122,falling,"-2.3 (-3.5, -1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
St. Johns County  6,***,"1,469.3 (1,434.6, 1,504.7)","21 (9, 29)",1408,stable,"0.1 (-1.4, 1.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Indian River County  6,***,"1,458.6 (1,422.0, 1,495.9)","22 (10, 31)",1322,stable,"-0.2 (-0.6, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Flagler County  6,***,"1,454.3 (1,410.2, 1,499.4)","23 (9, 34)",888,falling,"-0.9 (-1.6, -0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hillsborough County  6,***,"1,443.0 (1,426.8, 1,459.3)","24 (18, 30)",6300,stable,"-0.4 (-1.9, 1.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Pinellas County  6,***,"1,420.8 (1,405.5, 1,436.3)","25 (22, 33)",6733,falling,"-0.4 (-0.8, -0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Santa Rosa County  6,***,"1,418.5 (1,375.1, 1,462.9)","26 (15, 39)",842,stable,"-0.4 (-1.1, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Sarasota County  6,***,"1,416.2 (1,395.0, 1,437.6)","27 (21, 34)",3859,stable,"0.4 (-0.5, 1.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Okeechobee County  6,***,"1,407.4 (1,327.0, 1,491.5)","28 (8, 50)",232,stable,"-0.4 (-1.4, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Alachua County  6,***,"1,407.0 (1,369.2, 1,445.7)","29 (18, 39)",1092,falling,"-0.7 (-1.2, -0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Hardee County  6,***,"1,398.1 (1,290.3, 1,512.5)","30 (4, 56)",125,stable,"0.4 (-1.0, 1.8)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Wakulla County  6,***,"1,395.9 (1,293.9, 1,504.0)","31 (6, 55)",150,stable,"0.2 (-0.7, 1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Bradford County  6,***,"1,391.1 (1,290.8, 1,497.2)","32 (6, 56)",145,stable,"0.0 (-0.8, 0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Charlotte County  6,***,"1,372.5 (1,341.3, 1,404.1)","33 (26, 44)",1719,stable,"-0.1 (-0.8, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Osceola County  6,***,"1,372.4 (1,339.4, 1,406.0)","34 (25, 44)",1358,stable,"0.9 (-0.1, 2.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Seminole County  6,***,"1,364.7 (1,338.3, 1,391.6)","35 (28, 44)",2104,falling,"-0.8 (-1.2, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Highlands County  6,***,"1,353.4 (1,309.3, 1,398.5)","36 (26, 50)",845,stable,"-0.6 (-1.1, 0.0)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Franklin County  6,***,"1,352.9 (1,212.6, 1,505.2)","37 (4, 62)",72,stable,"0.4 (-1.0, 1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Lafayette County  6,***,"1,352.2 (1,167.0, 1,558.6)","38 (2, 64)",39,stable,"0.2 (-1.9, 2.3)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Okaloosa County  6,***,"1,341.6 (1,302.9, 1,381.1)","39 (29, 50)",933,falling,"-1.2 (-1.7, -0.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Gulf County  6,***,"1,339.2 (1,217.5, 1,469.8)","40 (8, 62)",91,stable,"-0.3 (-1.7, 1.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Gadsden County  6,***,"1,333.7 (1,256.9, 1,414.0)","41 (21, 57)",233,falling,"-1.1 (-1.9, -0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Sumter County  6,***,"1,332.4 (1,294.1, 1,371.7)","42 (30, 51)",1477,falling,"-1.9 (-2.3, -1.5)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Martin County  6,***,"1,330.2 (1,295.8, 1,365.2)","43 (32, 51)",1222,falling,"-4.4 (-8.0, -0.7)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
St. Lucie County  6,***,"1,314.3 (1,287.5, 1,341.4)","44 (36, 51)",1889,falling,"-0.8 (-1.3, -0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
Broward County  6,***,"1,312.7 (1,300.5, 1,325.1)","45 (38, 49)",9021,falling,"-4.6 (-8.6, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,,
