County,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate†cases per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Incidence Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Area,Parish
Costilla County  6,***,"286.8 (204.9, 398.4)","55 (10, 61)",10,falling,"-4.7 (-8.3, -0.9)",Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Conejos County  6,***,"280.0 (218.7, 354.5)","56 (28, 61)",15,falling,"-3.5 (-5.3, -1.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Archuleta County  6,***,"278.9 (229.0, 337.6)","57 (36, 61)",28,falling,"-3.7 (-6.1, -1.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Crowley County  6,***,"265.5 (192.7, 359.4)","58 (24, 61)",10,falling,"-4.3 (-7.9, -0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Dolores County  6,***,"259.8 (152.7, 425.6)","59 (3, 61)",4,stable,"-0.5 (-6.0, 5.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Summit County  6,***,"252.8 (215.9, 294.4)","60 (50, 61)",44,falling,"-3.4 (-5.7, -0.9)",Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Lake County  6,***,"249.2 (182.1, 333.1)","61 (35, 61)",11,stable,"-3.8 (-7.8, 0.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Hinsdale County  6,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Mineral County  6,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
San Juan County  6,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Colorado  6,***,"387.3 (384.1, 390.5)",,12012,falling,"-0.3 (-0.5, -0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
US (SEER+NPCR)  1,***,"422.7 (422.3, 423.2)",,843265,stable,"-0.8 (-1.6, 0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Kiowa County  6,***,"644.6 (412.9, 964.8)","1 (1, 49)",7,stable,"2.5 (-3.1, 8.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Jackson County  6,***,"462.6 (265.9, 756.2)","2 (1, 61)",4,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Phillips County  6,***,"447.7 (331.3, 592.0)","3 (1, 54)",12,stable,"-1.8 (-4.8, 1.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Lincoln County  6,***,"436.3 (333.2, 563.1)","4 (1, 54)",14,rising,"3.6 (0.9, 6.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Mesa County  6,***,"419.5 (400.7, 439.0)","5 (2, 21)",417,stable,"0.0 (-0.9, 0.8)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Elbert County  6,***,"417.5 (369.0, 470.9)","6 (1, 37)",65,stable,"0.9 (-0.5, 2.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Fremont County  6,***,"416.7 (382.0, 454.1)","7 (2, 35)",132,stable,"0.2 (-0.9, 1.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Cheyenne County  6,***,"407.5 (242.5, 642.9)","8 (1, 61)",4,stable,"2.5 (-2.6, 7.9)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Douglas County  6,***,"402.8 (388.9, 417.0)","9 (4, 26)",689,stable,"-0.2 (-0.9, 0.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Jefferson County  6,***,"401.6 (392.1, 411.3)","10 (5, 25)",1450,stable,"-0.2 (-0.5, 0.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Denver County  6,***,"401.0 (391.4, 410.7)","11 (5, 25)",1402,stable,"-0.3 (-0.7, 0.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Adams County  6,***,"400.9 (389.3, 412.8)","12 (5, 26)",935,stable,"-0.1 (-0.5, 0.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
El Paso County  6,***,"395.5 (386.2, 405.0)","13 (7, 28)",1439,falling,"-0.5 (-0.9, -0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Arapahoe County  6,***,"394.6 (385.2, 404.2)","14 (7, 28)",1393,stable,"-0.2 (-0.5, 0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Chaffee County  6,***,"393.4 (343.0, 450.1)","15 (2, 46)",56,stable,"-10.6 (-22.5, 3.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Larimer County  6,***,"393.4 (380.5, 406.6)","16 (6, 30)",766,stable,"0.5 (-0.1, 1.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Broomfield County  6,***,"392.4 (364.1, 422.4)","17 (4, 36)",147,stable,"0.0 (-1.0, 1.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Logan County  6,***,"390.2 (339.2, 447.0)","18 (2, 47)",49,stable,"-1.3 (-3.0, 0.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Baca County  6,***,"387.3 (279.7, 527.3)","19 (1, 60)",12,stable,"1.2 (-2.6, 5.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Garfield County  6,***,"386.6 (355.1, 420.1)","20 (4, 40)",120,stable,"0.0 (-1.1, 1.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Prowers County  6,***,"386.1 (323.9, 457.3)","21 (2, 52)",30,stable,"-1.0 (-3.0, 1.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Delta County  6,***,"382.5 (343.5, 425.2)","22 (3, 44)",91,stable,"0.4 (-0.4, 1.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Teller County  6,***,"382.1 (337.0, 432.2)","23 (2, 46)",66,stable,"-0.8 (-2.3, 0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Weld County  6,***,"381.9 (367.7, 396.6)","24 (11, 35)",569,stable,"0.0 (-0.6, 0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Pueblo County  6,***,"379.6 (362.6, 397.1)","25 (9, 36)",416,stable,"-3.3 (-7.9, 1.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Montrose County  6,***,"378.2 (345.5, 413.3)","26 (4, 42)",115,stable,"-0.6 (-1.6, 0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Yuma County  6,***,"375.5 (308.4, 453.4)","27 (2, 55)",24,stable,"0.0 (-2.5, 2.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Las Animas County  6,***,"374.6 (317.4, 439.9)","28 (2, 52)",38,stable,"2.2 (0.0, 4.4)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Kit Carson County  6,***,"374.1 (296.1, 467.4)","29 (2, 57)",18,stable,"-1.2 (-3.6, 1.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Morgan County  6,***,"372.2 (330.0, 418.3)","30 (3, 48)",60,stable,"0.8 (-0.5, 2.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Boulder County  6,***,"370.1 (357.3, 383.3)","31 (18, 38)",664,falling,"-0.6 (-1.0, -0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Crowley County  6,***,"369.5 (261.2, 513.0)","32 (1, 61)",9,stable,"-0.9 (-4.2, 2.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Ouray County  6,***,"365.1 (264.6, 495.4)","33 (1, 60)",12,stable,"-1.7 (-5.3, 2.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Alamosa County  6,***,"363.2 (303.9, 430.5)","34 (2, 55)",29,stable,"0.5 (-1.8, 2.8)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Moffat County  6,***,"351.8 (291.4, 421.3)","35 (3, 57)",26,falling,"-2.8 (-4.9, -0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Clear Creek County  6,***,"344.9 (277.5, 425.7)","36 (3, 58)",22,stable,"-0.6 (-2.8, 1.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Rio Blanco County  6,***,"341.6 (260.7, 440.7)","37 (2, 61)",13,stable,"0.3 (-2.3, 3.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Washington County  6,***,"338.6 (248.8, 452.5)","38 (2, 61)",11,stable,"-1.1 (-4.3, 2.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Gunnison County  6,***,"329.2 (273.2, 393.7)","39 (5, 58)",27,stable,"-2.4 (-4.8, 0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
La Plata County  6,***,"325.7 (297.9, 355.6)","40 (26, 54)",112,falling,"-1.3 (-2.3, -0.2)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Routt County  6,***,"324.3 (280.2, 373.6)","41 (16, 58)",44,stable,"-1.3 (-3.4, 0.8)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Otero County  6,***,"321.8 (278.0, 371.1)","42 (16, 57)",43,stable,"-1.4 (-2.8, 0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Archuleta County  6,***,"321.6 (268.3, 383.8)","43 (8, 59)",33,stable,"-0.5 (-1.9, 0.9)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Rio Grande County  6,***,"314.0 (256.8, 380.9)","44 (8, 60)",24,stable,"-0.8 (-3.1, 1.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Park County  6,***,"311.5 (259.6, 371.7)","45 (13, 59)",35,stable,"-0.8 (-3.1, 1.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Pitkin County  6,***,"310.6 (263.7, 364.1)","46 (19, 59)",36,falling,"-2.8 (-4.5, -1.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Custer County  6,***,"304.2 (220.9, 417.9)","47 (3, 61)",14,stable,"-2.9 (-5.8, 0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Lake County  6,***,"303.2 (225.8, 398.7)","48 (4, 61)",11,stable,"0.7 (-2.5, 4.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Eagle County  6,***,"302.4 (269.8, 337.8)","49 (32, 58)",75,stable,"-1.3 (-2.7, 0.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Montezuma County  6,***,"293.0 (256.9, 333.2)","50 (33, 59)",55,falling,"-2.4 (-4.1, -0.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Grand County  6,***,"290.1 (238.0, 350.9)","51 (22, 61)",26,stable,"-0.8 (-3.4, 2.0)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
San Miguel County  6,***,"289.2 (209.5, 389.7)","52 (5, 61)",11,falling,"-4.8 (-8.8, -0.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Huerfano County  6,***,"287.0 (225.3, 366.2)","53 (16, 61)",19,stable,"-1.0 (-3.5, 1.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Bent County  6,***,"272.7 (188.1, 385.8)","54 (5, 61)",8,stable,"-1.8 (-5.1, 1.5)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Saguache County  6,***,"267.4 (198.1, 355.1)","55 (18, 61)",13,stable,"-1.2 (-4.6, 2.3)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Dolores County  6,***,"265.0 (144.7, 451.4)","56 (2, 61)",3,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Gilpin County  6,***,"262.2 (184.6, 364.8)","57 (6, 61)",10,falling,"-6.5 (-10.2, -2.7)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Conejos County  6,***,"257.4 (196.8, 331.9)","58 (31, 61)",13,stable,"0.2 (-3.6, 4.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Sedgwick County  6,***,"249.1 (149.3, 398.5)","59 (4, 61)",5,stable,"-0.5 (-5.7, 5.1)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Summit County  6,***,"236.8 (200.4, 278.1)","60 (47, 61)",37,stable,"-1.8 (-4.1, 0.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Costilla County  6,***,"235.1 (152.8, 351.3)","61 (11, 61)",7,stable,"-3.2 (-6.8, 0.6)",Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Hinsdale County  6,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Mineral County  6,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
San Juan County  6,***,*,*,3 or fewer,*,*,Colorado,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Connecticut  7,***,"499.5 (495.1, 503.9)",,10385,stable,"-0.8 (-2.2, 0.6)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
US (SEER+NPCR)  1,***,"487.4 (486.9, 487.8)",,859984,falling,"-1.1 (-1.7, -0.5)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Windham County  7,***,"541.1 (515.7, 567.6)","1 (1, 1)",367,stable,"1.2 (-0.3, 2.8)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Hartford County  7,***,"508.1 (499.2, 517.1)","2 (2, 5)",2596,stable,"-0.4 (-2.2, 1.4)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
New Haven County  7,***,"502.2 (493.1, 511.3)","3 (2, 6)",2470,falling,"-2.4 (-3.3, -1.5)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Litchfield County  7,***,"499.3 (481.4, 517.9)","4 (2, 8)",644,falling,"-1.8 (-2.7, -0.9)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Middlesex County  7,***,"495.1 (475.8, 515.0)","5 (2, 8)",537,falling,"-1.6 (-1.9, -1.3)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Fairfield County  7,***,"493.6 (484.9, 502.4)","6 (3, 7)",2555,stable,"-0.3 (-1.8, 1.2)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
New London County  7,***,"486.6 (471.2, 502.4)","7 (3, 8)",807,falling,"-2.4 (-3.4, -1.4)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Tolland County  7,***,"475.3 (454.2, 497.2)","8 (5, 8)",409,falling,"-2.0 (-2.4, -1.5)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Connecticut  7,***,"443.6 (439.7, 447.6)",,10654,falling,"-1.3 (-2.0, -0.6)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
US (SEER+NPCR)  1,***,"422.7 (422.3, 423.2)",,843265,stable,"-0.8 (-1.6, 0.1)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Litchfield County  7,***,"458.2 (441.1, 475.8)","1 (1, 7)",627,stable,"-0.2 (-0.6, 0.2)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Middlesex County  7,***,"452.8 (435.2, 471.1)","2 (1, 7)",551,stable,"-4.0 (-9.7, 2.0)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Windham County  7,***,"450.8 (428.9, 473.7)","3 (1, 8)",342,stable,"0.3 (-0.1, 0.7)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Fairfield County  7,***,"448.2 (440.5, 456.1)","4 (2, 7)",2723,falling,"-1.0 (-1.7, -0.3)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Tolland County  7,***,"445.9 (425.8, 466.8)","5 (1, 8)",403,stable,"0.2 (-0.2, 0.5)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
New London County  7,***,"445.7 (431.4, 460.4)","6 (1, 8)",808,falling,"-4.9 (-8.8, -0.9)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
New Haven County  7,***,"444.5 (436.5, 452.5)","7 (2, 7)",2592,falling,"-0.8 (-1.3, -0.3)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Hartford County  7,***,"432.0 (424.3, 439.8)","8 (6, 8)",2607,falling,"-1.3 (-2.2, -0.3)",Connecticut,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Delaware  6,***,"524.9 (516.3, 533.6)",,3011,falling,"-2.3 (-2.8, -1.8)",Delaware,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
US (SEER+NPCR)  1,***,"487.4 (486.9, 487.8)",,859984,falling,"-1.1 (-1.7, -0.5)",Delaware,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Kent County  6,***,"567.2 (546.0, 589.2)","1 (1, 1)",560,falling,"-2.4 (-3.2, -1.6)",Delaware,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Sussex County  6,***,"518.2 (502.2, 534.6)","2 (2, 3)",927,falling,"-2.3 (-3.0, -1.6)",Delaware,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
New Castle County  6,***,"516.4 (504.5, 528.4)","3 (2, 3)",1522,falling,"-2.2 (-2.9, -1.5)",Delaware,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Delaware  6,***,"447.1 (439.5, 454.8)",,2883,stable,"-2.4 (-4.8, 0.1)",Delaware,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
US (SEER+NPCR)  1,***,"422.7 (422.3, 423.2)",,843265,stable,"-0.8 (-1.6, 0.1)",Delaware,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Kent County  6,***,"469.8 (451.4, 488.8)","1 (1, 2)",524,stable,"0.3 (-0.3, 1.0)",Delaware,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
New Castle County  6,***,"450.3 (440.1, 460.7)","2 (1, 2)",1564,stable,"0.0 (-0.3, 0.3)",Delaware,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Sussex County  6,***,"426.9 (412.1, 442.2)","3 (3, 3)",795,falling,"-4.5 (-8.2, -0.7)",Delaware,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
District of Columbia  6,***,"456.1 (445.0, 467.4)","39 (37, 44)",1360,falling,"-2.5 (-3.3, -1.7)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
US (SEER+NPCR)  1,***,"487.4 (486.9, 487.8)",,859984,falling,"-1.1 (-1.7, -0.5)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
District of Columbia  6,***,"410.1 (400.6, 419.7)","39 (33, 42)",1507,falling,"-0.8 (-1.4, -0.2)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
US (SEER+NPCR)  1,***,"422.7 (422.3, 423.2)",,843265,stable,"-0.8 (-1.6, 0.1)",District of Columbia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
Florida  6,***,"499.9 (498.2, 501.6)",,67463,falling,"-3.0 (-5.2, -0.7)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
US (SEER+NPCR)  1,***,"487.4 (486.9, 487.8)",,859984,falling,"-1.1 (-1.7, -0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Union County  6,***,"1,433.3 (1,333.1, 1,539.6)","1 (1, 1)",178,stable,"-0.1 (-1.3, 1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Nassau County  6,***,"635.2 (605.0, 666.6)","2 (2, 3)",367,stable,"0.3 (-0.7, 1.3)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Hernando County  6,***,"591.7 (573.2, 610.7)","3 (2, 8)",895,stable,"-0.5 (-1.0, 0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Citrus County  6,***,"581.1 (560.7, 602.2)","4 (2, 13)",845,stable,"-0.4 (-0.9, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Duval County  6,***,"579.3 (569.0, 589.7)","5 (3, 9)",2627,falling,"-2.0 (-3.0, -1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Lake County  6,***,"574.2 (560.9, 587.9)","6 (3, 11)",1565,falling,"-1.2 (-1.5, -0.9)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Escambia County  6,***,"564.9 (548.8, 581.2)","7 (3, 15)",995,stable,"-0.3 (-0.9, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Bay County  6,***,"561.1 (541.0, 581.7)","8 (3, 19)",618,stable,"-0.5 (-1.5, 0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Indian River County  6,***,"554.6 (535.3, 574.6)","9 (4, 21)",770,stable,"-0.4 (-0.9, 0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Marion County  6,***,"554.6 (541.7, 567.8)","10 (5, 17)",1631,falling,"-1.6 (-2.2, -1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Pasco County  6,***,"552.5 (541.4, 563.7)","11 (6, 17)",2023,falling,"-1.4 (-1.7, -1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Putnam County  6,***,"542.2 (513.7, 572.1)","12 (3, 32)",298,falling,"-1.3 (-2.2, -0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Flagler County  6,***,"538.4 (515.2, 562.5)","13 (5, 30)",501,falling,"-1.2 (-2.1, -0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Brevard County  6,***,"535.2 (525.1, 545.4)","14 (10, 25)",2348,falling,"-3.7 (-6.5, -0.8)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
St. Johns County  6,***,"533.3 (516.6, 550.5)","15 (9, 29)",821,stable,"-3.6 (-8.3, 1.4)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Clay County  6,***,"532.8 (513.1, 553.0)","16 (7, 30)",606,falling,"-1.1 (-1.9, -0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Santa Rosa County  6,***,"532.4 (511.4, 554.1)","17 (7, 31)",518,stable,"-0.7 (-1.5, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Suwannee County  6,***,"529.7 (493.1, 568.6)","18 (3, 42)",163,stable,"-0.3 (-7.2, 7.0)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Polk County  6,***,"527.1 (517.3, 537.0)","19 (12, 29)",2322,falling,"-2.9 (-3.9, -1.9)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Hillsborough County  6,***,"524.6 (516.9, 532.5)","20 (14, 29)",3678,stable,"-1.1 (-2.7, 0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Volusia County  6,***,"524.2 (513.8, 534.7)","21 (13, 30)",2113,stable,"-1.2 (-5.6, 3.4)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Sarasota County  6,***,"523.8 (512.6, 535.1)","22 (13, 30)",2194,stable,"0.0 (-0.9, 0.8)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Columbia County  6,***,"521.4 (491.4, 552.9)","23 (7, 42)",236,stable,"-0.4 (-1.3, 0.4)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Pinellas County  6,***,"518.7 (511.0, 526.5)","24 (16, 30)",3764,falling,"-1.0 (-1.4, -0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Osceola County  6,***,"513.3 (497.4, 529.7)","25 (14, 36)",825,stable,"-0.4 (-1.0, 0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Gadsden County  6,***,"512.5 (474.0, 553.5)","26 (6, 52)",140,falling,"-1.7 (-2.8, -0.5)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Charlotte County  6,***,"507.3 (490.6, 524.7)","27 (15, 39)",996,stable,"-0.7 (-1.6, 0.2)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Calhoun County  6,***,"505.5 (443.3, 574.5)","28 (3, 60)",49,stable,"-0.6 (-2.1, 1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Levy County  6,***,"497.6 (461.6, 536.1)","29 (10, 55)",160,falling,"-2.1 (-3.2, -1.0)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Martin County  6,***,"492.3 (474.6, 510.5)","30 (23, 47)",702,falling,"-0.9 (-1.4, -0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Gulf County  6,***,"491.7 (435.6, 553.7)","31 (4, 62)",59,stable,"-0.6 (-2.0, 0.8)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Seminole County  6,***,"491.4 (478.6, 504.4)","32 (25, 43)",1181,falling,"-1.7 (-2.2, -1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Franklin County  6,***,"490.9 (427.3, 562.5)","33 (3, 63)",46,stable,"0.5 (-1.5, 2.5)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Alachua County  6,***,"489.4 (471.5, 507.8)","34 (23, 49)",604,falling,"-1.7 (-2.2, -1.1)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Wakulla County  6,***,"489.0 (442.7, 539.0)","35 (7, 60)",92,stable,"-0.7 (-2.0, 0.6)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Okeechobee County  6,***,"485.4 (449.7, 523.4)","36 (13, 58)",140,falling,"-1.4 (-2.7, -0.1)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Sumter County  6,***,"485.0 (464.9, 506.2)","37 (24, 51)",862,falling,"-2.9 (-4.2, -1.5)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
Dixie County  6,***,"481.2 (429.7, 538.0)","38 (6, 62)",68,stable,"-0.9 (-2.0, 0.3)",Florida,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
