,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Death Rates
36,Pike County,37,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,190.9 ,35 ,-0.2 
37,Washington County,27,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,190.7 ,36 ,0.0 
38,Chattooga County,55,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,189.9 ,37 ,-0.7 
39,Muscogee County,204,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,189.1 ,38 ,-0.6 
40,Brooks County,26,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,189.1 ,39 ,-0.4 
41,Laurens County,81,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,189.0 ,40 ,-0.6 
42,Wheeler County,12,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.8 ,41 ,0.1 
43,Wilkes County,19,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.5 ,42 ,-1.7 
44,Sumter County,40,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.2 ,43 ,-0.4 
45,Carroll County,186,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,186.1 ,44 ,-0.8 
46,Murray County,78,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,186.0 ,45 ,-0.6 
47,Thomas County,74,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.8 ,46 ,-0.6 
48,Lanier County,16,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.7 ,47 ,-0.8 
49,Coffee County,62,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.2 ,48 ,-0.4 
50,Upson County,52,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.9 ,49 ,0.1 
51,Dougherty County,82,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.7 ,50 ,-0.5 
52,Wilkinson County,15,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.6 ,51 ,-0.8 
53,Jackson County,122,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.6 ,52 ,-0.7 
54,Liberty County,39,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.4 ,53 ,-1.0 
55,Franklin County,54,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.8 ,54 ,0.1 
56,Decatur County,41,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.7 ,55 ,-1.1 
57,Early County,16,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.4 ,56 ,-0.5 
58,Evans County,16,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,179.9 ,57 ,-0.3 
59,Stewart County,5,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,179.6 ,58 ,0.2 
60,Tift County,60,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.9 ,59 ,-0.4 
61,Oglethorpe County,30,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.7 ,60 ,-0.9 
62,Macon County,14,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.4 ,61 ,-0.2 
63,Taylor County,14,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.4 ,62 ,0.5 
64,Walker County,161,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.0 ,63 ,-1.9 
65,Charlton County,21,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.8 ,64 ,-1.5 
66,Floyd County,181,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.2 ,65 ,-1.0 
67,Effingham County,86,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.2 ,66 ,-0.5 
68,Spalding County,109,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.9 ,67 ,-0.7 
69,Pierce County,37,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.6 ,68 ,-0.5 
70,Crawford County,22,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.4 ,69 ,-2.4 
71,Madison County,57,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.9 ,70 ,-0.3 
72,Rockdale County,94,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.8 ,71 ,-0.7 
73,Lamar County,31,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.3 ,72 ,-0.5 
74,Colquitt County,69,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.3 ,73 ,-0.7 
75,Talbot County,10,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.0 ,74 ,-1.2 
76,Troup County,98,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.8 ,75 ,-0.9 
77,Bacon County,20,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.8 ,76 ,-1.5 
78,Screven County,22,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.5 ,77 ,-0.7 
79,Whitfield County,160,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,174.2 ,78 ,-0.9 
80,Bulloch County,86,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.1 ,79 ,-0.5 
81,Mitchell County,29,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.7 ,80 ,-1.2 
82,Meriwether County,34,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.3 ,81 ,-0.6 
83,Haralson County,58,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.9 ,82 ,-1.4 
84,Baldwin County,57,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.9 ,83 ,-0.5 
85,Candler County,18,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.7 ,84 ,-0.9 
86,Fannin County,77,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,171.3 ,85 ,-0.9 
87,Wilcox County,14,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.9 ,86 ,-1.5 
88,Hancock County,8,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.6 ,87 ,0.2 
89,Jeff Davis County,23,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.5 ,88 ,-2.1 
90,Dawson County,56,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.7 ,89 ,-1.2 
91,Tattnall County,36,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.3 ,90 ,-3.9 
92,Warren County,7,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.3 ,91 ,0.1 
93,Morgan County,34,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.2 ,92 ,-0.3 
94,Bibb County,164,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,168.5 ,93 ,-0.7 
95,Heard County,23,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,168.4 ,94 ,-0.4 
96,Dodge County,35,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,168.0 ,95 ,-1.1 
97,Catoosa County,138,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,167.0 ,96 ,-1.0 
98,Douglas County,138,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,166.9 ,97 ,-1.1 
99,Clay County,5,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,166.3 ,98 ,-0.8 
100,Worth County,36,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,166.0 ,99 ,-0.5 
101,Walton County,148,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,164.3 ,100 ,-0.9 
102,Bartow County,164,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,164.2 ,101 ,-1.2 
103,Banks County,37,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.6 ,102 ,-0.7 
104,Habersham County,90,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.5 ,103 ,-0.5 
105,Appling County,32,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.3 ,104 ,-1.0 
106,Camden County,68,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.0 ,105 ,-1.3 
107,Berrien County,36,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,162.8 ,106 ,-1.6 
108,Bleckley County,22,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,162.0 ,107 ,-1.7 
109,Lincoln County,15,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.0 ,108 ,-1.6 
110,Gilmer County,77,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.0 ,109 ,-1.7 
111,Henry County,199,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.9 ,110 ,-2.3 
112,Houston County,175,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.6 ,111 ,-1.3 
113,Randolph County,8,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.4 ,112 ,-1.6 
114,Lumpkin County,61,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.4 ,113 ,-1.1 
115,Irwin County,15,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.0 ,114 ,-0.7 
116,McIntosh County,26,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.6 ,115 ,-1.8 
117,Glynn County,150,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.5 ,116 ,-1.4 
118,Elbert County,36,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.1 ,117 ,-1.0 
119,Towns County,39,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.6 ,118 ,-0.4 
120,Putnam County,44,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.1 ,119 ,-0.9 
121,Crisp County,32,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.8 ,120 ,-1.6 
122,Coweta County,185,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.6 ,121 ,-1.2 
123,Telfair County,22,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.5 ,122 ,-1.3 
124,Pickens County,71,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.1 ,123 ,-0.9 
125,Paulding County,175,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.1 ,124 ,-2.6 
126,White County,67,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,152.3 ,125 ,-0.6 
127,Miller County,10,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.4 ,126 ,-1.2 
128,Jones County,41,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.2 ,127 ,-1.3 
129,Burke County,22,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.0 ,128 ,-1.2 
130,Hall County,278,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.9 ,129 ,-1.1 
131,Schley County,7,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.8 ,130 ,-2.7 
132,Cherokee County,341,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.7 ,131 ,-0.5 
133,Harris County,54,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.5 ,132 ,-1.6 
134,Union County,73,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.4 ,133 ,-1.0 
135,Rabun County,45,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.9 ,134 ,-1.3 
136,Terrell County,10,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.3 ,135 ,-2.1 
137,Columbia County,175,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.1 ,136 ,-1.9 
138,Johnson County,14,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.5 ,137 ,-1.2 
139,Gwinnett County,632,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.3 ,138 ,-1.2 
140,Hart County,49,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.8 ,139 ,-0.6 
141,Marion County,12,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,144.0 ,140 ,-1.6 
142,Cobb County,732,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,143.0 ,141 ,-1.6 
143,Lowndes County,100,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.2 ,142 ,-1.6 
144,Clarke County,95,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.4 ,143 ,-1.0 
145,Forsyth County,246,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,139.4 ,144 ,-1.2 
146,Chatham County,284,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,138.9 ,145 ,-2.8 
147,Grady County,33,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,136.8 ,146 ,-3.9 
148,Greene County,32,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,136.5 ,147 ,-1.1 
149,Monroe County,39,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,133.8 ,148 ,-2.0 
150,Dooly County,15,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,133.3 ,149 ,-1.7 
151,Fayette County,141,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,129.7 ,150 ,-1.5 
152,Baker County,3,*,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,128.6 ,151 ,*
153,Pulaski County,17,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,128.5 ,152 ,-2.4 
154,Long County,13,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,124.8 ,153 ,-3.1 
155,DeKalb County,370,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,124.6 ,154 ,-1.6 
156,Calhoun County,4,stable,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,122.9 ,155 ,-0.6 
157,Fulton County,581,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,121.9 ,156 ,-2.7 
158,Oconee County,46,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,118.0 ,157 ,-2.0 
159,Echols County,4,falling,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,106.6 ,158 ,-2.8 
160,Webster County,3 or fewer,*,Georgia,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,*,*,*
2,Warren County,12,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,296.4 ,1 ,0.0 
3,Appling County,10,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,259.4 ,2 ,-0.6 
4,Jefferson County,25,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,257.0 ,3 ,-0.3 
5,Terrell County,14,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,254.2 ,4 ,-0.3 
6,Pike County,6,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,246.8 ,5 ,-1.1 
7,Chattooga County,7,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,244.1 ,6 ,8.5 
8,Turner County,8,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,242.5 ,7 ,0.4 
9,Miller County,4,*,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,233.6 ,8 ,*
10,Elbert County,16,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,232.8 ,9 ,-1.6 
11,Walton County,31,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,226.9 ,10 ,-1.0 
12,Emanuel County,16,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,225.5 ,11 ,-1.4 
13,Lincoln County,7,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,225.3 ,12 ,-2.0 
14,Bryan County,9,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,225.3 ,13 ,-1.1 
15,Quitman County,4,*,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,224.6 ,14 ,*
16,Monroe County,16,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,222.8 ,15 ,-0.7 
17,Colquitt County,22,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,221.6 ,16 ,-1.4 
18,Floyd County,31,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,220.5 ,17 ,-1.8 
19,Grady County,18,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,220.5 ,18 ,-0.5 
20,Tattnall County,13,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,220.4 ,19 ,-0.4 
21,Thomas County,39,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,218.1 ,20 ,-1.2 
22,Putnam County,13,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,215.5 ,21 ,-1.0 
23,Bulloch County,32,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,214.4 ,22 ,-1.3 
24,Spalding County,43,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,214.3 ,23 ,-0.6 
25,Irwin County,5,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,214.1 ,24 ,-1.7 
26,Lamar County,11,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,213.9 ,25 ,-1.3 
27,Peach County,25,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,213.3 ,26 ,-1.2 
28,Toombs County,14,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,213.2 ,27 ,-1.5 
29,Clinch County,4,*,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,212.1 ,28 ,*
30,Jasper County,8,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,212.0 ,29 ,-0.9 
31,Mitchell County,24,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,211.5 ,30 ,-1.0 
32,Screven County,14,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,210.9 ,31 ,-0.3 
33,Brooks County,13,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,210.4 ,32 ,-0.2 
34,Sumter County,32,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,210.0 ,33 ,-1.3 
35,Franklin County,4,*,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,209.7 ,34 ,*
36,Pierce County,4,*,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,205.8 ,35 ,*
37,Stewart County,8,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,204.4 ,36 ,-0.4 
38,Barrow County,17,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,204.0 ,37 ,0.5 
39,Seminole County,7,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,203.8 ,38 ,-0.8 
40,Lee County,10,rising,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,203.0 ,39 ,26.8 
41,Laurens County,37,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,202.7 ,40 ,-0.9 
42,Gordon County,4,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,201.9 ,41 ,-1.4 
43,McDuffie County,18,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,201.6 ,42 ,-0.3 
44,Decatur County,22,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,197.8 ,43 ,-1.6 
45,Upson County,17,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,197.2 ,44 ,-1.5 
46,Tift County,22,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,197.0 ,45 ,-1.1 
47,Coweta County,46,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,193.6 ,46 ,-1.6 
48,Madison County,6,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,191.5 ,47 ,-2.0 
49,Bleckley County,5,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,191.4 ,48 ,-1.5 
50,Oglethorpe County,6,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,191.4 ,49 ,-0.3 
51,Crawford County,7,*,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,190.7 ,50 ,*
52,Wilkes County,11,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,189.9 ,51 ,-1.2 
53,Morgan County,10,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,189.9 ,52 ,-1.6 
54,Crisp County,18,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,189.8 ,53 ,-1.7 
55,Montgomery County,5,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,189.7 ,54 ,-1.4 
56,Effingham County,12,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,188.6 ,55 ,-0.8 
57,Muscogee County,158,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,187.5 ,56 ,-1.3 
58,Richmond County,200,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,187.0 ,57 ,-1.5 
59,Jenkins County,7,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,186.2 ,58 ,-1.6 
60,Bacon County,3,*,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,185.7 ,59 ,*
61,Stephens County,6,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,185.2 ,60 ,-1.1 
62,Meriwether County,18,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,184.9 ,61 ,-1.8 
63,Coffee County,18,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,184.1 ,62 ,-1.2 
64,Worth County,12,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,182.6 ,63 ,-1.8 
65,Wayne County,10,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,182.0 ,64 ,-1.1 
66,Jackson County,8,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,181.6 ,65 ,-1.4 
67,Fulton County,757,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,181.2 ,66 ,-2.2 
68,Walker County,6,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,180.6 ,67 ,-2.7 
69,Clay County,5,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,178.8 ,68 ,-1.6 
70,Carroll County,30,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,178.6 ,69 ,-1.8 
71,Evans County,6,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,178.4 ,70 ,-1.1 
72,Berrien County,4,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,178.1 ,71 ,-1.7 
73,Candler County,6,*,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,177.8 ,72 ,*
74,Burke County,19,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,177.8 ,73 ,-0.6 
75,Chatham County,189,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,177.3 ,74 ,-1.5 
76,Ben Hill County,11,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,177.2 ,75 ,-2.0 
77,Troup County,38,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,176.3 ,76 ,-1.6 
78,Washington County,22,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,174.9 ,77 ,-1.7 
79,Newton County,66,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,174.1 ,78 ,-1.9 
80,Bibb County,137,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,173.4 ,79 ,-1.7 
81,Treutlen County,4,*,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,171.9 ,80 ,*
82,Marion County,6,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,171.7 ,81 ,-1.1 
83,Butts County,11,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,171.1 ,82 ,-2.2 
84,Whitfield County,7,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,170.9 ,83 ,-1.7 
85,Greene County,12,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,170.5 ,84 ,-1.8 
86,Hall County,23,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,170.3 ,85 ,-2.5 
87,Taylor County,7,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,169.7 ,86 ,-2.3 
88,Douglas County,66,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,169.0 ,87 ,-1.0 
89,Dougherty County,100,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,168.7 ,88 ,-1.8 
90,Early County,10,stable,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,168.6 ,89 ,-1.1 
91,Henry County,113,falling,Georgia,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,168.6 ,90 ,-0.9 
