,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Death Rates
8,Hart County,3,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,31.3 ,7 ,-0.5 
9,Logan County,5,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,30.7 ,8 ,-0.9 
10,Whitley County,6,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.5 ,9 ,-0.5 
11,Johnson County,4,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.5 ,10 ,*
12,Pike County,11,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,29.3 ,11 ,0.0 
13,Marion County,3,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,27.7 ,12 ,-0.6 
14,Bourbon County,3,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.9 ,13 ,*
15,Pulaski County,10,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.2 ,14 ,-0.2 
16,Floyd County,6,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,25.5 ,15 ,-1.1 
17,Hopkins County,7,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,25.4 ,16 ,-1.9 
18,Marshall County,5,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,25.0 ,17 ,*
19,Lincoln County,4,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,24.4 ,18 ,-0.8 
20,Madison County,12,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.2 ,19 ,-0.7 
21,Ohio County,3,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.6 ,20 ,-1.2 
22,Boyd County,7,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.3 ,21 ,-1.1 
23,Graves County,5,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.2 ,22 ,-0.7 
24,Henderson County,6,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.5 ,23 ,-1.6 
25,Grant County,3,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.4 ,24 ,-0.8 
26,Montgomery County,4,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.3 ,25 ,*
27,Boyle County,4,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.2 ,26 ,*
28,Bell County,4,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.0 ,27 ,-1.1 
29,Woodford County,3,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.9 ,28 ,*
30,Franklin County,6,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.5 ,29 ,-1.8 
31,McCracken County,8,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.5 ,30 ,-0.9 
32,Clark County,5,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.5 ,31 ,-0.8 
33,Daviess County,12,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.4 ,32 ,-1.1 
34,Nelson County,5,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.3 ,33 ,-1.2 
35,Calloway County,4,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.2 ,34 ,*
36,Kenton County,19,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.2 ,35 ,-1.1 
37,Laurel County,7,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.9 ,36 ,-1.1 
38,Jefferson County,85,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.4 ,37 ,-1.9 
39,Barren County,5,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.8 ,38 ,-1.5 
40,Jessamine County,6,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.1 ,39 ,-1.7 
41,Muhlenberg County,3,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.9 ,40 ,*
42,Campbell County,9,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.8 ,41 ,-1.9 
43,Warren County,12,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.9 ,42 ,-2.3 
44,Fayette County,31,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,15.6 ,43 ,-1.8 
45,Hardin County,10,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.8 ,44 ,-1.6 
46,Bullitt County,7,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,13.6 ,45 ,-1.8 
47,Christian County,5,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.8 ,46 ,-2.0 
48,Shelby County,4,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.6 ,47 ,-2.5 
49,Scott County,4,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.4 ,48 ,-2.7 
50,Boone County,10,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,11.2 ,49 ,-2.3 
51,Oldham County,4,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,7.7 ,50 ,-2.2 
52,Adair County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
53,Allen County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
54,Ballard County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
55,Bath County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
56,Bracken County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
57,Breathitt County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
58,Breckinridge County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
59,Butler County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
60,Caldwell County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
61,Carlisle County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
62,Carroll County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
63,Carter County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
64,Casey County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
65,Clay County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
66,Clinton County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
67,Crittenden County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
68,Cumberland County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
69,Edmonson County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
70,Elliott County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
71,Estill County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
72,Fleming County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
73,Fulton County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
74,Gallatin County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
75,Garrard County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
76,Grayson County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
77,Green County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
78,Greenup County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
79,Hancock County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
80,Harrison County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
81,Henry County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
82,Hickman County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
83,Jackson County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
84,Knott County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
85,Larue County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
86,Lawrence County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
87,Lee County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
88,Leslie County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
89,Letcher County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
90,Lewis County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
91,Livingston County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
92,Lyon County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
93,Magoffin County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
94,Martin County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
95,Mason County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
96,McCreary County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
97,McLean County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
98,Meade County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
99,Menifee County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
100,Mercer County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
101,Metcalfe County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
102,Monroe County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
103,Morgan County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
104,Nicholas County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
105,Owen County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
106,Owsley County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
107,Pendleton County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
108,Powell County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
109,Robertson County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
110,Rowan County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
111,Simpson County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
112,Spencer County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
113,Taylor County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
114,Todd County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
115,Trigg County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
116,Trimble County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
117,Union County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
118,Washington County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
119,Wayne County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
120,Webster County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
121,Wolfe County,3 or fewer,*,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,*,*,*
2,Clay County,60,rising,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,899.2 ,1 ,0.7 
3,Perry County,86,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,880.3 ,2 ,0.1 
4,Wolfe County,25,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,872.3 ,3 ,-0.7 
5,Whitley County,106,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,867.3 ,4 ,-0.1 
6,Nicholas County,22,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,811.3 ,5 ,-0.1 
7,Lawrence County,46,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,809.4 ,6 ,0.0 
8,Leslie County,32,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,798.8 ,7 ,0.3 
9,Johnson County,68,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,791.5 ,8 ,-0.2 
10,Hart County,54,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,791.3 ,9 ,0.2 
11,Monroe County,34,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,790.4 ,10 ,0.2 
12,Carroll County,29,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,787.1 ,11 ,-0.5 
13,Powell County,32,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,783.8 ,12 ,-0.4 
14,Floyd County,108,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,783.4 ,13 ,-0.5 
15,Harlan County,81,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,783.3 ,14 ,0.3 
16,Owsley County,15,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,781.7 ,15 ,-0.3 
17,Bell County,83,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,778.1 ,16 ,-0.8 
18,McCreary County,45,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,768.8 ,17 ,-0.9 
19,Letcher County,68,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.9 ,18 ,-0.6 
20,Knox County,89,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.2 ,19 ,-0.1 
21,Breathitt County,37,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.0 ,20 ,-0.3 
22,Lewis County,41,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,764.0 ,21 ,-0.1 
23,Fleming County,41,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,759.2 ,22 ,0.0 
24,Menifee County,21,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,746.9 ,23 ,-1.0 
25,Bath County,34,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,745.8 ,24 ,0.4 
26,Morgan County,34,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,745.1 ,25 ,0.5 
27,Martin County,30,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,743.2 ,26 ,-0.7 
28,Union County,37,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,741.8 ,27 ,-0.5 
29,Cumberland County,23,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,736.7 ,28 ,0.0 
30,Lee County,20,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,735.1 ,29 ,-0.3 
31,Todd County,31,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,731.7 ,30 ,-0.7 
32,Montgomery County,69,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,723.8 ,31 ,-0.6 
33,Estill County,40,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,723.5 ,32 ,0.1 
34,Grayson County,70,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,722.6 ,33 ,0.4 
35,Butler County,35,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,717.6 ,34 ,-0.6 
36,Ohio County,64,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,715.2 ,35 ,-0.6 
37,Carter County,75,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,708.3 ,36 ,-0.9 
38,Pike County,166,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,707.2 ,37 ,-0.4 
39,Clinton County,29,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,707.0 ,38 ,-0.5 
40,Henry County,41,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,702.7 ,39 ,-0.1 
41,Washington County,33,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,702.6 ,40 ,-0.3 
42,Carlisle County,15,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,700.9 ,41 ,-0.4 
43,Magoffin County,32,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,698.9 ,42 ,-0.7 
44,Russell County,52,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,698.0 ,43 ,-0.2 
45,Lincoln County,66,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,697.4 ,44 ,-0.8 
46,Hancock County,21,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,696.9 ,45 ,-0.5 
47,Knott County,42,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,695.1 ,46 ,-0.4 
48,McLean County,26,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,694.5 ,47 ,-0.4 
49,Meade County,61,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,692.8 ,48 ,-0.7 
50,Taylor County,67,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,691.4 ,49 ,0.2 
51,Metcalfe County,28,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,690.4 ,50 ,0.1 
52,Gallatin County,19,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,689.3 ,51 ,-1.0 
53,Grant County,50,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,687.3 ,52 ,-0.9 
54,Logan County,72,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,685.4 ,53 ,-0.4 
55,Simpson County,44,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,685.0 ,54 ,0.4 
56,Jackson County,34,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,681.7 ,55 ,-0.6 
57,Webster County,33,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,677.1 ,56 ,-0.6 
58,Laurel County,142,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,675.6 ,57 ,-0.4 
59,Greenup County,102,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,675.6 ,58 ,-0.8 
60,Harrison County,48,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,670.7 ,59 ,-0.3 
61,Pulaski County,167,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,669.2 ,60 ,-0.4 
62,Breckinridge County,55,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,667.7 ,61 ,-1.2 
63,Hopkins County,118,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,666.5 ,62 ,-0.8 
64,Robertson County,7,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,663.8 ,63 ,-0.8 
65,Pendleton County,34,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,663.7 ,64 ,-0.7 
66,Crittenden County,25,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,662.7 ,65 ,-0.6 
67,Mason County,42,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,662.6 ,66 ,-0.4 
68,Casey County,43,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,657.8 ,67 ,-3.8 
69,Fulton County,17,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,657.0 ,68 ,-0.3 
70,Anderson County,50,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,656.3 ,69 ,-0.2 
71,Green County,31,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,656.0 ,70 ,0.3 
72,Larue County,36,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,655.5 ,71 ,-0.5 
73,Boyd County,128,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,655.1 ,72 ,-1.0 
74,Rowan County,47,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,654.0 ,73 ,0.2 
75,Clark County,88,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,650.3 ,74 ,-5.0 
76,Bracken County,20,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,648.1 ,75 ,-0.6 
77,Bourbon County,52,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,647.3 ,76 ,-1.5 
78,Barren County,106,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,641.4 ,77 ,-0.5 
79,Mercer County,56,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,640.9 ,78 ,-0.6 
80,Muhlenberg County,79,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,639.1 ,79 ,-0.6 
81,Hardin County,212,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,638.4 ,80 ,-0.6 
82,Livingston County,27,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,627.9 ,81 ,-0.2 
83,Henderson County,108,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,627.7 ,82 ,-0.6 
84,Marshall County,87,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,625.8 ,83 ,-0.6 
85,Wayne County,54,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,623.4 ,84 ,-0.8 
86,Nelson County,94,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,616.8 ,85 ,-1.4 
87,Elliott County,18,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,606.4 ,86 ,-1.8 
88,Trimble County,19,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,605.5 ,87 ,-0.5 
89,Franklin County,112,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,601.3 ,88 ,-1.2 
90,Kenton County,308,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.7 ,89 ,-1.3 
91,Allen County,45,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,599.4 ,90 ,-0.7 
92,Madison County,159,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,598.3 ,91 ,-1.2 
93,Christian County,113,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,596.6 ,92 ,-0.9 
94,Marion County,41,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,595.1 ,93 ,-1.0 
95,Garrard County,41,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,594.4 ,94 ,-0.9 
96,Rockcastle County,37,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.9 ,95 ,-6.7 
97,Boyle County,70,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.4 ,96 ,-1.2 
98,Shelby County,90,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,587.2 ,97 ,-1.3 
99,Campbell County,183,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,585.4 ,98 ,-1.5 
100,Graves County,84,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,577.9 ,99 ,-0.7 
101,Warren County,207,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,576.0 ,100 ,-1.2 
102,Jessamine County,98,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,575.1 ,101 ,-1.5 
103,McCracken County,157,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.9 ,102 ,-1.2 
104,Caldwell County,31,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.8 ,103 ,-0.8 
105,Trigg County,38,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,573.7 ,104 ,-1.7 
106,Jefferson County,1519,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.5 ,105 ,-1.9 
107,Daviess County,208,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,570.5 ,106 ,-1.1 
108,Scott County,79,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,560.2 ,107 ,-1.6 
