,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Death Rates
25,Doniphan County,11,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.6 ,24 ,-0.2 
26,Nemaha County,13,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.7 ,25 ,-0.1 
27,Butler County,67,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.1 ,26 ,-0.4 
28,Cherokee County,25,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.0 ,27 ,-0.5 
29,Edwards County,3,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.7 ,28 ,*
30,Labette County,24,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.9 ,29 ,0.5 
31,Morris County,8,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.3 ,30 ,0.7 
32,Brown County,13,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.7 ,31 ,0.6 
33,Grant County,6,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.5 ,32 ,*
34,Phillips County,7,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.1 ,33 ,-0.2 
35,Franklin County,26,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.7 ,34 ,-0.5 
36,Rooks County,7,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.7 ,35 ,-0.2 
37,Wyandotte County,138,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.8 ,36 ,-2.9 
38,Dickinson County,25,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.7 ,37 ,-0.1 
39,Pawnee County,8,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,152.1 ,38 ,0.1 
40,Shawnee County,202,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.9 ,39 ,-0.4 
41,Saline County,62,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.8 ,40 ,-0.3 
42,Marshall County,14,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.7 ,41 ,0.1 
43,Osborne County,6,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.4 ,42 ,0.6 
44,Sherman County,7,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.4 ,43 ,0.1 
45,Harper County,8,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.3 ,44 ,0.5 
46,Gray County,5,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,146.7 ,45 ,-0.3 
47,Lincoln County,4,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,143.9 ,46 ,-0.2 
48,Thomas County,8,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.9 ,47 ,-0.3 
49,Rawlins County,4,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.8 ,48 ,0.9 
50,Barton County,30,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.5 ,49 ,0.2 
51,Meade County,5,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.0 ,50 ,-0.5 
52,Leavenworth County,67,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.8 ,51 ,-1.6 
53,Osage County,17,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.1 ,52 ,-0.5 
54,Sedgwick County,439,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.0 ,53 ,-0.9 
55,Harvey County,38,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.8 ,54 ,-0.1 
56,Stevens County,5,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.7 ,55 ,1.9 
57,Ford County,23,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.7 ,56 ,-0.4 
58,Bourbon County,16,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.6 ,57 ,-0.7 
59,Montgomery County,37,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.0 ,58 ,-0.5 
60,Pratt County,11,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.8 ,59 ,-0.7 
61,Marion County,15,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.8 ,60 ,-0.9 
62,Lyon County,27,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.6 ,61 ,-0.6 
63,Wilson County,10,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.5 ,62 ,0.4 
64,Gove County,3,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.5 ,63 ,0.1 
65,McPherson County,33,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,130.0 ,64 ,-0.4 
66,Jefferson County,18,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.8 ,65 ,-1.3 
67,Norton County,6,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.2 ,66 ,*
68,Finney County,22,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.1 ,67 ,-0.7 
69,Ellis County,23,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.3 ,68 ,-0.7 
70,Ottawa County,6,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.7 ,69 ,-0.6 
71,Pottawatomie County,18,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,126.5 ,70 ,-0.6 
72,Coffey County,8,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.0 ,71 ,-1.0 
73,Reno County,64,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.9 ,72 ,-0.9 
74,Riley County,37,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,123.3 ,73 ,-0.4 
75,Seward County,13,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,122.4 ,74 ,-1.2 
76,Trego County,4,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.8 ,75 ,-1.9 
77,Miami County,29,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.2 ,76 ,-1.9 
78,Rice County,9,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.8 ,77 ,-5.2 
79,Allen County,13,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.9 ,78 ,-0.5 
80,Douglas County,71,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.5 ,79 ,-1.2 
81,Jewell County,4,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.9 ,80 ,*
82,Ness County,3,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.2 ,81 ,-0.1 
83,Johnson County,419,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.0 ,82 ,-1.3 
84,Clay County,8,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,109.5 ,83 ,-1.8 
85,Jackson County,11,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,106.8 ,84 ,-1.7 
86,Barber County,4,falling,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,106.3 ,85 ,-1.9 
87,Washington County,7,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,102.9 ,86 ,-1.0 
88,Mitchell County,6,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,102.9 ,87 ,-0.3 
89,Graham County,3,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,101.8 ,88 ,-1.8 
90,Stafford County,3,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,100.7 ,89 ,-1.2 
91,Wabaunsee County,5,stable,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,96.6 ,90 ,-1.1 
92,Cheyenne County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
93,Comanche County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
94,Elk County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
95,Greeley County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
96,Hamilton County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
97,Haskell County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
98,Hodgeman County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
99,Kearny County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
100,Lane County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
101,Logan County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
102,Morton County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
103,Sheridan County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
104,Stanton County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
105,Wallace County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
106,Wichita County,3 or fewer,*,Kansas ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
2,Whitley County,63,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,335.9 ,1 ,-0.2 
3,Wolfe County,13,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,330.5 ,2 ,0.0 
4,Clay County,34,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,326.8 ,3 ,0.6 
5,Nicholas County,15,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,325.5 ,4 ,-0.6 
6,Breathitt County,24,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,317.7 ,5 ,0.7 
7,Hart County,32,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,315.9 ,6 ,-0.1 
8,Powell County,20,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,304.5 ,7 ,-0.8 
9,Lawrence County,27,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,304.2 ,8 ,0.1 
10,Perry County,49,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,302.2 ,9 ,-0.4 
11,Bath County,22,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,298.5 ,10 ,0.4 
12,Union County,22,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,298.5 ,11 ,-0.4 
13,Harlan County,48,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,297.8 ,12 ,-0.3 
14,Monroe County,20,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,297.7 ,13 ,-0.3 
15,Russell County,33,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,287.9 ,14 ,-0.4 
16,Menifee County,13,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,287.8 ,15 ,-0.7 
17,Lewis County,26,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,287.4 ,16 ,0.3 
18,Lee County,12,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,283.6 ,17 ,-0.7 
19,Magoffin County,21,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,281.6 ,18 ,-0.4 
20,McCreary County,27,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,281.4 ,19 ,-1.1 
21,Carroll County,17,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,280.5 ,20 ,-0.5 
22,Letcher County,39,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,280.2 ,21 ,-0.8 
23,Knox County,51,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,276.3 ,22 ,-1.3 
24,Estill County,24,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.1 ,23 ,-0.5 
25,Leslie County,18,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,274.2 ,24 ,-1.1 
26,Morgan County,21,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,273.5 ,25 ,0.7 
27,Carlisle County,9,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,273.4 ,26 ,-0.2 
28,Bell County,45,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.9 ,27 ,-1.3 
29,Casey County,26,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,272.0 ,28 ,-0.3 
30,Lincoln County,40,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.9 ,29 ,-0.9 
31,Anderson County,30,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.6 ,30 ,-0.5 
32,Montgomery County,40,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.6 ,31 ,-0.9 
33,Webster County,21,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.5 ,32 ,-1.3 
34,Owsley County,8,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,268.2 ,33 ,-0.6 
35,Grayson County,41,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,264.7 ,34 ,0.2 
36,Fulton County,11,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,263.4 ,35 ,-0.6 
37,Cumberland County,13,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,262.3 ,36 ,-0.9 
38,Fleming County,24,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,261.8 ,37 ,-0.7 
39,Washington County,19,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,261.6 ,38 ,-0.9 
40,Henry County,24,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,260.6 ,39 ,-0.2 
41,Barren County,62,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,259.3 ,40 ,-0.7 
42,Gallatin County,11,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,257.9 ,41 ,-1.7 
43,Carter County,44,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,257.4 ,42 ,-1.1 
44,Livingston County,18,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,256.5 ,43 ,-0.8 
45,Floyd County,55,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,256.4 ,44 ,-0.7 
46,Ohio County,37,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,255.4 ,45 ,-0.9 
47,Pike County,94,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.4 ,46 ,-0.9 
48,Trimble County,14,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.3 ,47 ,-0.8 
49,Mercer County,33,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.4 ,48 ,-1.1 
50,Marshall County,54,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,251.0 ,49 ,-0.6 
51,Johnson County,35,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,250.8 ,50 ,-1.0 
52,Harrison County,28,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,250.7 ,51 ,-0.2 
53,Larue County,21,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.9 ,52 ,-1.0 
54,Marion County,25,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.9 ,53 ,-1.0 
55,McLean County,15,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.9 ,54 ,-0.5 
56,Hopkins County,68,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.7 ,55 ,-1.1 
57,Pulaski County,97,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,247.1 ,56 ,-0.7 
58,Boyd County,74,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,246.8 ,57 ,-1.3 
59,Mason County,23,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,246.8 ,58 ,-0.8 
60,Butler County,19,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,246.2 ,59 ,-1.7 
61,Logan County,40,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,244.6 ,60 ,-1.0 
62,Greenup County,56,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,242.9 ,61 ,-1.1 
63,Laurel County,83,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,242.9 ,62 ,-0.8 
64,Nelson County,55,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,242.3 ,63 ,-1.9 
65,Hardin County,124,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,241.0 ,64 ,-1.1 
66,Taylor County,35,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.7 ,65 ,-0.4 
67,Wayne County,35,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.2 ,66 ,-0.9 
68,Henderson County,62,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.1 ,67 ,-1.0 
69,Martin County,16,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.0 ,68 ,-1.3 
70,Meade County,36,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,238.8 ,69 ,-1.4 
71,Metcalfe County,15,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.7 ,70 ,-1.0 
72,Todd County,16,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,237.1 ,71 ,-1.8 
73,Robertson County,4,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,236.9 ,72 ,-1.2 
74,Rockcastle County,23,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.5 ,73 ,-1.1 
75,Crittenden County,15,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.4 ,74 ,-1.6 
76,Muhlenberg County,45,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.4 ,75 ,-1.4 
77,Simpson County,24,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.2 ,76 ,-0.1 
78,Hancock County,11,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.0 ,77 ,-1.7 
79,Clark County,49,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,229.3 ,78 ,-0.8 
80,Rowan County,26,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,229.2 ,79 ,-5.5 
81,Grant County,27,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.8 ,80 ,-1.8 
82,Breckinridge County,31,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.4 ,81 ,-1.4 
83,Jackson County,19,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,226.3 ,82 ,-0.9 
84,Madison County,95,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.4 ,83 ,-1.4 
85,Bourbon County,27,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.4 ,84 ,0.7 
86,Franklin County,62,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,222.3 ,85 ,-1.6 
87,Ballard County,12,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.7 ,86 ,-2.3 
88,McCracken County,90,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.6 ,87 ,-1.5 
89,Green County,17,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,220.1 ,88 ,-0.5 
90,Garrard County,23,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.9 ,89 ,-0.8 
91,Clinton County,15,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.6 ,90 ,-0.9 
92,Pendleton County,18,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.0 ,91 ,-1.4 
93,Christian County,63,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,214.4 ,92 ,-1.4 
94,Boyle County,38,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.5 ,93 ,-2.0 
95,Daviess County,116,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,209.0 ,94 ,-1.9 
96,Kenton County,167,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.3 ,95 ,-1.8 
97,Jessamine County,59,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.1 ,96 ,-2.0 
98,Campbell County,101,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,206.8 ,97 ,-1.9 
99,Jefferson County,818,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.6 ,98 ,-2.4 
100,Shelby County,50,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.2 ,99 ,-1.6 
101,Graves County,46,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.3 ,100 ,-1.2 
102,Calloway County,45,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,204.2 ,101 ,-0.8 
103,Warren County,115,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,203.6 ,102 ,-1.9 
104,Hickman County,7,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,202.1 ,103 ,-0.8 
105,Woodford County,31,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.5 ,104 ,-1.7 
106,Caldwell County,17,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.9 ,105 ,-1.2 
107,Spencer County,20,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,200.6 ,106 ,-1.9 
108,Allen County,25,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,199.3 ,107 ,-1.3 
109,Knott County,19,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,198.5 ,108 ,-1.2 
110,Owen County,13,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,195.6 ,109 ,-1.6 
111,Bracken County,10,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,194.9 ,110 ,-1.9 
112,Trigg County,22,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,192.5 ,111 ,-2.6 
113,Elliott County,10,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,189.1 ,112 ,-7.6 
114,Fayette County,260,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.6 ,113 ,-2.2 
115,Adair County,22,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.7 ,114 ,-2.1 
116,Edmonson County,16,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,186.0 ,115 ,-2.3 
117,Boone County,110,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.7 ,116 ,-2.0 
118,Bullitt County,78,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,182.1 ,117 ,-2.6 
119,Scott County,41,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,180.7 ,118 ,-2.1 
120,Lyon County,13,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.7 ,119 ,-2.4 
121,Oldham County,54,falling,Kentucky,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,169.7 ,120 ,-2.3 
2,Perry County,44,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,247.5 ,1 ,0.4 
3,Wolfe County,13,rising,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,246.4 ,2 ,6.5 
4,Martin County,17,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,236.3 ,3 ,0.3 
5,Johnson County,38,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,231.8 ,4 ,0.5 
6,Knott County,25,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,223.8 ,5 ,0.7 
7,Clay County,29,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,223.1 ,6 ,0.6 
8,Floyd County,59,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,221.6 ,7 ,-0.4 
9,Owsley County,7,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,217.9 ,8 ,0.2 
10,Leslie County,16,rising,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,216.9 ,9 ,1.6 
11,Carroll County,14,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,206.3 ,10 ,-0.4 
12,Whitley County,49,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,206.2 ,11 ,-0.1 
13,Knox County,44,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,204.2 ,12 ,0.6 
14,Clinton County,15,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,200.8 ,13 ,0.1 
15,Harlan County,40,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,199.6 ,14 ,0.8 
16,Bell County,41,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,198.8 ,15 ,-0.4 
17,Monroe County,15,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,194.5 ,16 ,0.4 
18,Lawrence County,21,stable,Kentucky,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,193.5 ,17 ,-0.2 
